,text
1194,そんなサマーウォーズの聖地巡礼できるか検討しています
1199,やー楽しそうだな…
1200,やっぱり酷道だったw
1204,道民からしたら本州のよくあるこの田んぼ風景が非日常なんな〜
1206,旧道が酷道だったようだ
1208,"ls ~ | wc -l
0

めっちゃきれい〜 https://t.co/y3OO1dN0bU"
1210,下宿飯のおすそ分け貰ったので締めのカプ麺要らなくなった
1212,その前にうちの会社だと時給上がる気がするけど
1213,あと数年は時給このままだとしても問題なさそう
1218,既に最低賃金より圧倒的に高い賃金で働いているので無問題
1222,ホスピタリティの欠片もない
1223,今日の乗り合いタクシードライバー、対応糞で函館って感じ
1232,講義参加組がツイッタラーよりコーダーの方が多かったのでimage not foundの方がよかったくさい
1235,4G移行後の満足度が一番低かったのはauかな
1236,"でも実際ワイモバのLTEがそこまで早くないから3Gと対して速度変わらず割りと速い。
auとは大違いですね！"
1239,一方それすら踏みにじる上司が
1241,くれちゃんが津軽弁
1247,"ｪ゛ﾝ゛ｪ゛ｪ゛ｪ゛ｪ゛ｪ゛ｪ゛ｪ゛ｪ゛ｪ゛ﾏ゛ﾒ゛ﾀﾞｲ゛ﾌ゛ｸ゛
#ひつじさん https://t.co/P4vZPL86DA"
1249,kondeneinenshizainohou Tシャツ、可愛い！と評判だったがあまりにオシャレすぎてインパクトに掛ける可能性があったのでドイツの鳥にすることにした
1253,レンタカー車中泊計画、流石に翌日に酷道攻める予定なのに夜行バス明けで初車中泊は流石に命の危険を感じるので宿を取ろう
1254,寝ます
1255,es書きます
1261,宿でTV付けない
1265,これ
1267,フェイクサイト
1268,これフィイクサイトやん
1272,時間ないので発表用に（と言うより、グループメンバーが勝手に作ってた画像を使う為に）実装した、「横浜」と打ったら横浜の観光情報を乗っけた「「「画像」」」を返す機能、まだ付けたままになってた https://t.co/rWVg89gzJO
1274,"ハッカソンで作った位置情報を送ると、その地域の地図のURLとストリートビューのURLを吐くだけのbot

LINEID: https://t.co/AVYQ0GnGTb"
1275,バイト先でやってる仕事が本学向けのインターンとして体験させる仕事と対して変わらないので実質これもインターン
1277,ちなみにチャットアプリはLINE
1278,LINEのチャットボット、LINEそのものの糞さとは裏腹にbotで使えるAPIとかはSlack並に充実してて楽しいかと。実用的なものは作りにくいが
1279,（分からない） https://t.co/ob1qwmuBmu
1281,まぁこんな技術も何もないクソ限界オタクでもインターン参加させてもらえるんだからそれくらいええやんという、気持ちなので
1282,一応この夏のインターンは赤字は免れたはず
1283,地獄のチャットボットハッカソン
1284,djangoで作り直してやる
1286,あーあーあー
1288,それでも予定してたより1.5万くらいは浮いたので浮いた金で遊ぶんだ
1290,なに？genが家に泊めてくれるって?
1292,お金がないのでペパボインターンの宿、airbnbで取ってみた。予約リクエストしただけなのでまだ確定はしてないけど。
1298,今やってる講義はどちらかというとその市販されてるビジネス本のような、
1309,GLAY、函館愛すごいわ。完全に奉仕活動なのにようやるわ
1311,よし、シネマシティだ
1317,まだ消費税率5%の時代の話じゃ
1321,俺の知ってる中で節電のために電話機のコンセントを抜くという本末転倒な人がいた
1322,そういう人はどうせきっぷやジュース代で1500円は使うのが目に見えてるのに、Suicaの初期投資（というか価値交換）に2000円すら払えないんです。鎌倉の報国寺の竹林のいい雰囲気の中で抹茶を飲むソリューションに500円すら払えないんです
1324,その迷惑かけてたやつ、グループ6人中2人だけで、運賃の調べ方ときっぷの買い方すら分からないアホだった https://t.co/DkZK8qI0cg
1325,てきとうなこと言ってたら、中学の修学旅行で、東京自主見学するときに金が無いとか言ってSuica買わないで毎回毎回きっぷ買って迷惑かけてた偏差値3のゴミクズに久々に腹が立ってきた
1326,というより、田舎であることを自認しており、東京みたいにあれあれば便利なのにねぇ。たぶん無理だけど。が114514個あるからある意味で達観してるのかもしれない
1327,青森だと三分の一は東京行くから下手にそんなことやると逆に笑われる
1328,"さっきのリアルのんのんびよりな人の話、コメダでそれをやるということは愛知民でしょ？

愛知県だと地元で就職しちゃえるし、東京民だぜガハハ！みたいなのありそう"
1329,下手な中部の人より東北北海道の人のほうが東京での立ち振舞分かってたりして
1330,のんのんびより
1332,あした新聞社来るらしいのでどれ着て行こうかな
1333,Doitsu no Tori https://t.co/6SAijGJKO2
1334,cool T-shirt が届いた https://t.co/zmfvH7j9En
1342,すでにレイトマジョリティサイドに足を突っ込みつつあるんかなぁ。Youtuber出た当初否定的に見てたり、ビットコインに最初は興味微塵もなかったり
1343,"https://t.co/ZSJv0IEAZr

なるほどなぁ"
1344,いいなこれ
1346,面白そう
1363,どうしたら26時間睡眠できるんだ
1364,enなんとか勢が和製bgndに振り回されている間に
1370,ガラホですら生放送できるのにw10mは…
1373,というわけで、ガラホでツイキャス出来たので、再来週東京ドライブでツイキャス配信します
1374,わかりみの輪
1376,赤ちゃんの鳴き声かと思ったら喧嘩してる野良猫の鳴き声でした。おやすみ
1380,さっきからものすごいしょっちゅう赤ちゃんの鳴き声が近所から聞こえるんだけど、捨て子いるとかじゃないよね？
1383,なるほど
1390,石川から福井方面抜けるときは是非伯山スーパー林道通るといいぞ。素晴らしく景色がいい
1391,"岐阜行くってことは白川郷とか見に行くのかな？

あのへんの下道は酷道だらけでたのs…大変だった覚えが"
1392,"あっしゅき〜💚❤💗だいしゅき〜っ💓ドキドキ💘かれぴっぴ💕かれぴっぴ‼️ぴっぴぃ〜💗💗しゅきしゅき💕💛かれぴっぴ☺️ドキドキ💘しゅき〜〜💙ねむれない‼️しゅきしゅきﾋﾞｰﾑ😚💕
 https://t.co/Hs2lb8zXWF"
1394,面白そうな企画だな
1403,初めてビットコイン1k円買った4月からビットコインの価値が倍になってるんだから頭おかしい
1404,外貨積立なんてやらないでビットコイン買ってたほうが金たまりそう
1405,日本円で4k円しかビットコイン買ってないはずなのになぜか現在の価値で換算すると8k円になってる
1406,ビットコインで寄付
1411,下宿で油使用禁止になったのでラー油を代わりに使って密かに辛いチャーハン作った
1416,リボで回せるうちは破産ではないのでセーフ
1417,よっしーら、俺が似たことやろうとしているのをグループでやってる感
1419,マインドストームにBluetoothシリアル通信を実装した。が、ただシリアル通信させるだけを目的に実装したので他のタスクが極端に遅くなった結果自立すらしなくなった
1424,3日目done;
1428,"君の瞳に乾杯。
#君のOOをOOたい https://t.co/4oUjHFNIjj"
1430,確かにアマゾンの広告、ワンパターンな上アニメと無関係なジャンル流すのでやめてほしい
1440,あるんですよ、目の前に
1448,"東京ドライブ旅行候補
・酷道299号
・日光いろは坂
・土合駅
・点線国道入り口（清水峠前）
・秩父
・アクアライン

なお48hレンタカーの予定"
1453,箱根行ってみたい
1454,今度の東京は最初はドライブ旅行、後半は電車旅行の予定です
1457,大阪人経営者に対してヘイトがある理由はラの社長が店員軽視金重視なので
1458,この講義で大阪人とコンサルは絶対信用するな、信用しないという強い信念を抱いて生きていくことにした
1459,はーいバス逃した
1461,寝る
1465,JSはすごいけどレガシーなの引きずってたりrequireがESをトランスパイルしなきと使えなかったり不便すぎていい加減にしてくれ
1466,GPSリクエストなんてウェブページからでもできるやん。JSで
1467,確かにあまり好みではないかな。丸亀のほうが好き
1470,あれは西鉄
1471,フェレット…
1476,Gmapは基本PlaceID拾えばなんでもできるから
1486,アカウント間違えた
1487,ｼｺｯ
1496,タッチパネルとマイクが死ぬ問題を早くなんとかしろ
1511,コンソールで使うエディタはnano派です。nanoで出来ないものはvs codeでやるので
1512,えでぃんさんから返答がない。ただの屍のようだ
1513,脳死で頑張るのでよろしくお願いします
1515,  僕Python書くときも含めエディタはvs codeしか使わないしvim触れなくてgitエラー文が勝手にvimで開かれてPC殴ってるくらいvimは分からないです
1518,吹いた
1520,フォードバックってなんだよ
1521,授業フォードバックが楽しみである
1522,わかる
1528,なにこれかわ
1530,俺は逆にあんな苦痛の講義受けるならenなんとか受講しとくんだった
1531,あの講義、意識高い人ばかりだし迷惑しないようにしよう、出席してまともにやってさえいれば単位が出るんだ…と思ってやってたが、どうやらみんなポーカーフェイスが得意なフレンズのようで、皆だいたい俺と同じ考え持ってた
1539,これでテストありなら初日の途中で帰ってた
1540,まぁあと3日まで出れば黙ってても単位でそうだしまぁ脳死で行くわ
1541,んでディスってる割にしまなみ海道の話は知ってるしもうわかんない
1543,まぁモチベーションアップ株式会社みたいなろくでもないコンサルなんかなぁと
1544,教授からも突っ込み入れられてるもんな
1546,今気づいたけどさ…これ… https://t.co/dVOhUifq4r
1550,エルムの街という形で地元商店街の新たな形を見出した五所川原です。ではここで函館市を見てみましょう！
1555,かっこいい
1560,ばーふぇー↑ https://t.co/cMQutEQcR9
1563,あああー https://t.co/Y8HcvSKmYk
1566,で、めっちゃ欲しい同人誌あるけど委託ないらしいので直接頼んでみるか…
1567,go書きたい
1568,それより寝たい
1569,青森、女性管理職比率高いのか
1570,目をつぶりたくても結果的に地元が一番となってしまうのこれどうにかしてくれ
1584,ツルハで買いたいものあったはずなのに思い出せない
1585,そんなかんたんに解けるのか。やってみようかな
1590,行きたいレス
1593,なんだこいつら（）
1597,って言ってたの、疲れてたんかなって思う
1598,"「この集中講義終わったら、タイ行くんでよねぇ」
「可愛い娘拾ってこいよ」
俺「あれ、タイって確かニューハーフ多いんじゃなかったんでしたっけ？」
「あっ…」
俺「つまり可愛いその娘はアストルフォのような可愛い男の娘だあああああっ！」"
1613,だいたいなんでお盆のど真ん中に集中講義やるんだよ。マジでただのブラック企業社員育成大学じゃねぇか
1615,おかげで部屋干し洗濯物が2日立った今でもまだ生乾きってうっそやろ
1616,寒い…今日本当に8月なんだよね？なんか季節が1ヶ月ズレてない？
1622,函館へ帰るフェリーの中、18切符によるちょっと無茶な信州の旅をしようか計画中
1631,函館もこういうのやれよと言おうと思ったけど函館にはそもそも商店街営の駐車場とかそもそも無いし、そんな規模の駐車場もまともにないから意味なかったわw https://t.co/6CXBc9PqAL
1633, なかさん https://t.co/k2tazlo9T9
1634,ラ！ねぷた https://t.co/ynrbpRxTy3
1637,もうねぇぞ！ https://t.co/zhCrbFCJ0V
1638,あはは～ https://t.co/4wZxZXU71x
1640,あー楽しい https://t.co/8iBUU7h14L
1641,たっのし〜！！ https://t.co/dkHvQs8gDc
1642,なんのアンテナだろ https://t.co/8KvsOQz8o1
1643,はえーすっごい https://t.co/eAajstbJWX
1644,めっちゃ面白い https://t.co/LMdGwe9l29
1653,フレンチクルーラーも
1655,弘前駅名物「S　u　i　c　a　使　え　ま　せ　ん」が進化してた https://t.co/FWV5SDjg56
1658,オールドファッション3つなら192円
1659,ポンデとチョコファッションなら108+86=194円か
1660,"au民はドーナツ3個タダで貰うためだけに消耗してるの？
函館ならいつでも3個で200円切るよ？"
1662,イエデンワかな？
1670,ツッコミ無視されるのも悲しいよ
1672,電子先輩ハイジャック予告してる。警察呼ばなきゃ
1673,これぞ真の男女平等
1675,なるほど
1676,「別のケータイでかけ直した」
1681,くれちゃんがテロ予告してる
1685,ペパボさんから飛行機代もマックス出していただけるのが確約取れそうならば今すぐでも取りたい
1687,味噌カレー牛乳ラーメン！ https://t.co/VOk7QTOPHZ
1694,物欲☆ぱんでみっく！
1695,疲れてるからなのか最高にケモミミ本欲しい
1696,えなにこれ最高かよ欲しい買ってきてくれ
1705,えっ…
1713,レンタサイクル借りるよりタイムズカーシェアの方が安いので、タイムズ使お
1714,もしかして未来祭実行委員の懐を肥やすための予算に費やしすぎてるんじゃないんですか〜？？？ https://t.co/cVcz6yPa34
1715,アンケートで出てきたアーティストの中で予算内に収まったのがこの人だけだった説
1717,なんか毎年読んでるゲストの知名度が低くなってる気がする
1719,作りたいものはいっぱいあるのに技術が追いつかないので完成しない
1721,ニコニコ町会議による人出に対して南部祭りの対応人員の少なさというか、あれが気になった
1722,留年したくないでござる！に対する答え https://t.co/jKPJDCsQw8
1723,やりますよ～ https://t.co/jg5sHt9RoM
1725,IKZO https://t.co/kCIvcQZXXu
1726,着いた https://t.co/w27yi75J8I
1731,えくすとら☆ろーかる https://t.co/6wLPkFSN9g
1738,今日の八食、ラーメンしょっぱいし麺が茹で過ぎで残念な感じだったゾ
1739,いえーい https://t.co/NeVWiRIeqw
1749,この総合スーパー感あるPOP好き
1751,誰か買ってきて（まぁ東京行くときにオフで在ってもいいんだけど）
1752,すっごーい！大人気！ https://t.co/AWnMtHmrY5
1766,"これで嫌でも小奴らはサポセンに泣く泣く問い合わせながらカーシェアの受付をしなければなるのだ。ﾌｯﾋｯﾋ…

丁寧に「申し訳ないです。今日担当の者が出勤していないんです。」と少しでも建前の申し訳なさを演出してたら考えてたというのに（申込まないとは言ってない）"
1767,"タイムズカーシェアを学生会員で即日利用開始するために、事前申し込みしないでとりあえず店に殴り込みに行ったら、担当の者が居ないので出来ませんと態度悪く返答。
よし。よかろう。ならば戦争だ（店頭受取用ウェブ申込みを済ませた顔）"
1770,丁寧 https://t.co/ptDzJS5YKu
1772,着席できたぜ。
1773,"その心は…

長い、何もない、暇"
1774,青森-八戸間における野辺地、東海道線内における静岡みたいな立ち位置
1775,やっと次野辺地
1776,2時間立ちっぱなしはつらーい
1779,pixivpayは怒涛の勢いで普及してるのに何故Squareは微妙なんだ
1780,W10Mにも対応する者だけが決済インフラを名乗りなさい
1783,ヤバイ
1790,強い
1792,まるで大御所サークルのような安心感
1794,おまけに窓口で買っても自動改札はくぐれないんだと。クソ。
1801,は！？マジかよvita投げ捨ててswitch買うわ
1803,国際ブランドデビッドやプリが出てきた現代にはあまり則さない気がするけど、難しいとこよねぇ
1813,AirbnbのUIが神すぎて、どうして日本のウェブサービスはこれを真似出来なのだろうかと思う
1814,インターン中の宿の予約、Airbnbでしよう。
1819,流石
1823,ツイッターのクソほども制度が悪い不信検知のせいで開発者が実験で開発したbotがだいたい死ぬの、本当ツイッター社の開発者軽視を体現していて最高（最悪）
1836,そして美味い
1845,なにこれ欲しい
1852,今日mirai base開いてないもんなぁ…
1853,そういえば、向こうからはほとんど話して来なくて、こっちの趣味とか頑張ってる者とか大切なものとかその辺ばかり聞いてこられたな。弱みを握るための作戦だったのか。流石だな
1854,…のまま変わらず、気づいたら消えてるのクソ
1855,はこバスのクソバスロケのせいでバスを逃しました
1859,おもしろい（怖い）のでブログにまとめよ
1861,南妙法蓮華経とか言ってたから多分Sか系
1862,宗教勧誘には気をつけよう！（ゆうさく）
1863,素晴らしくいいタイミングで親から電話きたので、電話するために店を出るフリして退散してパチ屋へ避難してます（ラッピの前精算システム助かった）
1865,だれか昭和ラッピに来てくれませんか
1866,元派遣で一緒だった女性に飯に誘われたと思った、やはり宗教勧誘だった
1887,論理花金 https://t.co/1Rjx0jaYPg
1898,ダイレクトに拾ってくるな
1900,あそこのイオンラウンジ入ってみたい
1901,品川シーサイドイオン、山手線から最も近いイオン
1909,640円。とんかつだけなら500円 https://t.co/jcg5ecaULd
1914,弟にこの間のハッカソンの愚痴をこぼして分かるわぁと共有
1919,この前のハッカソンのバックエンド全部PHPからPythonに書き直すぞ
1920,知らない人だけど仲良くしとく
1922,なかさん福岡か。それはそれで羨ましい
1923,私もペパボ受かったので9月1日からまた東京行きます✌
1926,わーーーい！インターン受かった！！！めっちゃ嬉しい！！！
1928,自信がないなら元から安くしろ
1929,微妙なのに価格は人気店とか名店に合わせて、次回来店時用クーポンで価格下げるの？
1930,どうしてこう函館のラーメン微妙なとこばっかなの
1931,混んでたけどびっくりするほど大したことなかった
1933,うまそ https://t.co/YdIcz02LFY
1942,帰ってきた
1950,函館さっむ
1952,( ˘ω˘)ｽﾔｧ
1953,新幹線、意外と天候に左右される。乗り心地が
1954,帰ってよかった
1959,むしろ改造してスマートコンセントにしたい
1965,岩手にも岩手町ありますよ
1970,今日のハッカソンメンバーとも、あれは糞アニメすぎて惰性で見てる、スルメアニメ、作業用アニメとして最適解って結論になった
1974,やっぱ新幹線の方が東京行くんだな、ああこれから帰るんだな感がある
1975,大宮出発。さよなら関東。多分また来る
1976,おかげさまでJR北は瀕死です https://t.co/fLuAut8Qpm
1977,やっと食せる https://t.co/6nn6z7HFdu
1978,ちなみにさっき二回目に刺したスプーンまだ倒れないです。今日のは特に硬い…というよりここ最近乗ったときに食べたアイスが柔らかかっただけってのもある https://t.co/DDheQYZoLk
1982,マジかよりそれ早く知りたかったが時間的に無理だった
1986,ここ最近柔らかかったから、ありがたい
1987,ｼﾝｶﾝｾﾝｽｺﾞｸｶﾀｲｱｲｽの進捗 https://t.co/kqUgbvI8uY
1988,そして全く同じ構図のツイートあって草
1989,ｼﾝｶﾝｾﾝｽｺﾞｸｶﾀｲｱｲｽbotってなんだよw
1990,1mm突き刺すだけでスプーンが立つアイス流石
1991,ｼﾝｶﾝｾﾝｽｺﾞｸｶﾀｲｱｲｽ https://t.co/sXPzRcJtxi
1994,東と東海の設計思想の違いが見える https://t.co/7P8wpSAQe8
1995,ルタオ（小樽本店）（出張店舗）（東京駅限定）←？？？ https://t.co/SULsUJBohs
1998,まさかこんなにゆったり帰れるとは思いもしなかった
2003,これいいな
2022,止まると主に私に効く
2028,デスマする体力ないので寝ますおやすみ
2029,334
2033,おはよう弟
2035,お疲れ様でした https://t.co/B6GoeAIx2n
2042,地下鉄遅れてるけど定時に発車してるように観測できたので実質遅延なし
2043,随分幅が広い https://t.co/0fByBxDv0G
2044,メトロアプリ入れてないので分からない
2045,マジか…
2055,やっぱ宿も安くてアクセス最高、店も栄えててて割と何でもある南千住最強すぎるのでは？
2056,具体的にはバーキン食いたい
2057,東京来たんだから東京らしいもの食べたいじゃん。何もないんすよ
2058,千駄木駅、何もなさすぎて朝飯食えない
2067,本物かよ…函館やべぇな
2077,アカウント間違えました
2078,これクモの巣状とか縛り上げ風スタイルで
2081,何気にホテル最寄り駅まで行く最終列車に乗り継げる最後の電車だと分かった
2083,いいリメイク作品でした
2084,あと、この映画はifの映画なので、この1000匹近くに膨れ上がり、様々な地方が開拓された現在の情報をもとに、いま、ここでサトシが旅を出発したらどうなるか、そんなifな話であり、純粋なポケモン1期のリマスターではないんだとよくわかりました
2085,"そしてすんごいメッセージ性高いなと思った。
現在のガチ勢による個体値厳選して、悪い値は逃がす、最強のパーティーで固めて子ども相手でも圧倒する、そんな世の中を…うぅぅ…がえだい！って感じが伝わりました"
2086,お兄さんお姉さん、お父さんお母さんにも楽しんでもらいたいってのがすごく伝わりました。とても面白かった
2087,"ポケットモンスター　君に決めた
見終わった"
2089,と思えばきた https://t.co/O4QTblMXNl
2090,やばい割と時間かかる
2095,途中寄ってみようかな
2096,んんっ
2098,僕知ってるぞ！これより低い賃金で同じようなものつからされてる人達！
2103,ということで2017年、ターミネーター1の極爆上映面白かったです！あんなグロエロエグ映画だったかーと言った感じ。相変わらず音圧とんでもねぇ https://t.co/ytCrB6KELV
2111,3Dプリンタ系のコーナー混んでて見る気が起きなかったし、ターミネーター見に行かなきゃだし（てかもう始まってる
2112,これもあったのか
2114,秒速で作りやがった
2119,足がめっちゃプルプルしてる
2123,りんかい線よりゆりかもめのほうが安い、覚えましたし
2125,https://t.co/x0jqVLIFWj
2126, ちらし
2127,https://t.co/GujgPE2r2a
2128, なふだ
2129,https://t.co/0PumnCSmcE
2130,イオンモール https://t.co/GWwEvzint9
2133,カード会社の収入の半分くらい占めてるものかなと
2136,でけぇ https://t.co/zm4OPhPD2T
2137,ほー！これがコミケ会場かぁ！ https://t.co/r3R51PWITG
2141,オイオイカード1件獲得インセンティブください
2144,シネマシティ行くかは後で考えりゅ
2145,ということでこれで既に元が取れました✌ https://t.co/y8BbKwVTWz
2147,というか全体的に有楽町線が不便すぎる。乗り継ぎ的な意味で
2150,責任は取らない
2151,クレカの枠が足りないならクレカを作ろう
2155,あはー！ https://t.co/aChTliJpRJ
2156,なるほど
2157,湿気はすごいけど
2158,昨日は涼しかった
2159,今日しか東京自由に遊び回れる日がねーんだ
2160,明日はインターン
2161,あ、でも明日は行けないので
2163,混んでなくて飯物食える店ってので選んだ
2165,秋葉来たけどオタクグッズ今回買わないでさっきのNuansNeoを買いに来ただけだから。本当はWiiUの補修用のアナログ入力スイッチがほしかったけど暑すぎて溶けた
2167,アキヨドもアド
2168,実はわいも最近知ったよ、UDXのレストラン街結構優秀だって
2174,一応今回は東京着いたらまず目黒行って、その後に渋谷のコワーキングスペース行ってたからセーフ
2180,間もなくホコ天開始 https://t.co/FOFLLxzvE6
2182,安いスマホよなー https://t.co/N0BkfiZpIb
2183,一発で初めての駅で最適解の出口へたどり着く俺氏今日冴えてる
2187,めっちゃ下町感ある https://t.co/Hzkx9UiD6X
2188,知らんけど、区はあってるからそんな気がする
2192,日比谷線と丸ノ内線、東西線がホーム
2193,C線ほとんど乗ったことないから分からない
2198,もうこれわかんねぇな
2199,小田急車輌で行く、JR常磐線直通のメトロ千代田線
2205,この表記+東急車両で何番線がメトロ行きが止まるのか、どれがメトロ直通なのか全くわからない。割りと酷いUXデザインだと思う https://t.co/Lge3V8cwp7
2207,ちょっと東急のサインわかりにくすぎるよ〜
2208,ｱｱｱｱｯ https://t.co/6BW9CSboox
2213,五反田パスして目黒へむかえ（）
2214,やっぱ京浜東北線は、はええわ。品川で降りればよかった
2215,24h券や一日券を、利用期限前に使い終える場合にシェアできるサービス、あるといいと思います
2216,俺はメトロに乗りたいだけなんや（24h券）
2217,電車代を浮かせるためだけに10分のロスを許容して敢えて浜松町から目黒へ折り返す人
2219,ふともも
2223,"https://t.co/CMOUw3k4Yf

安いほしい"
2229,何をなんだ https://t.co/0vodZOKVMT
2230,深夜に居座れる店がない…あれ、どこかで聞いたことありますね。確か函で始まって館で終わる
2231,マックのような深夜でも居座れる場所がないのが悪い
2232,人が全然いないのをいいことに居座る極悪客
2240,お願いだから釜のお湯を変えてくれって味でした
2241,ふーっはっは！ https://t.co/MWJMUHY6Ls
2246,やー浴衣いいね
2247,頑張って山手線乗ったほうが良かったかな
2249,ノー人権トレイン
2250,1本早いやつは確実に空いてて、着席もワンちゃんありそうだったというのに
2251,函館をスクラップ＆スクラップ
2253,はぁおまんこ
2254,車掌の欠乗で遅延とかいう表示が出てて草
2255,JK https://t.co/u2Bw4SxPdq
2259,はーどっちかに寄れよアホ
2265,というよりマックが混みすぎ
2266,ちかれたのでかえりゅ
2267,大井町駅前、マックないの辛い
2269,こばやん氏が新宿にいる…
2274,メーカーフェア明日行くぞ！
2277,忘れない
2282,ほし…いけどGPSとハイレゾ対応DAPってどう使えばいいんだ
2284,あっうまい
2285,完全に日常のゆっこになってた https://t.co/cBMSAuUNhY
2286,ヲタクコーヒー https://t.co/LJFNjAmERG
2289,"は゛い゛っ゛て゛A゛T゛S゛お゛尻゛に゛め゛う゛ーーは゛い゛っ゛て゛ｼﾞﾘﾘﾘﾘﾘﾘﾘﾘﾘwwwwwwwwwwwwｷﾝｺﾝ/ｷﾝｺﾝ/ｷﾝｺﾝ/ｷﾝｺﾝ/ｷﾝｺﾝ/ｷ
 https://t.co/DQTj1ensnX"
2290,逮捕
2294,教訓:最高に腹を好かせた状態で、かつ寝る1時間前に家系ラーメンのようなこっってりしたものを食べてはならない（夜中に3回トイレに起きた上に今も腹の中がグルグルしている顔）
2296,やっぱ山岡家と本場家系は似て非なるもんよね
2297,https://t.co/fOcRx5hVSU
2301,充電器に指してるとタッチパネルの反応が断続的になる問題とGPS動作が遅くなる問題、カメラ問題が解決してくれればまぁ使える端末だわな
2302,なんだ、問題ちゃんと特定されてたんか。良かったよかった
2308,おっぱいそん
2310,でも懐かしいな、大井町駅って調子に乗ってタイムズカープラス借りて盛大に終電逃して歩いて帰ったとこだもん
2311,京浜東北線本数本当に少ないな
2313,目の前でキス迫ってるれベルでイチャイチャ壁ドンして「気持いいこといっぱいしよ？」とか繰り広げられててめちゃクソ空腹なのにゲロ吐きそう
2333,これ以上動くと倒れそうなので友人を待つ
2334,この辺だけではこだてのU25の人数くらいいそう
2335,にしても人すげえな…みんなU25なんだよな…多分。
2337,渋谷のラブホ高い
2338,渋谷歩いたことなかったのでブラブラシテタララブホ街に入ってた
2339,老舗っぽいラブホ https://t.co/tsQnTToCAT
2340,す　し　ざ　ん　ま　い https://t.co/CnwVJZYu3n
2341,mineoプラザこれね https://t.co/hGHAofY7OH
2342,uncontrollrable https://t.co/6heNbrvrxg
2344,というわけで、今回は渋谷のPortalさんで作業してました。雰囲気めっちゃいいし、安いのでおすすめです。初めての東京のコワーキングスペース、楽しかったです。 https://t.co/iHgamIA5cz
2349,スーツケースあるからしゃーねー
2350,「次の電車をお待ちいただきましたお客様、ご協力ありがとうございました」って、田舎民からしたらすごいパワーワード
2351,五反田に地下鉄ないのが悪い（）
2352,あっラッシュ
2354,タリーズクソワイファイ
2357,あ、京葉線最終新幹線乗り換えチャレンジの為の下見行くの忘れた
2361,いつだかのめちゃくちゃ函館暑かった日より涼しい（涼しいとは言ってない）
2362,東京、暑いけどゆうほど暑くないの本当に良かった
2363,福岡かよ
2364,は？
2366,よかった。テザリングでかなりパケット使ったなと思ったがそうでもなかった
2374,すまんな、外国人観光客さん。上の棚空いてそうだから棚に上げてもらっていいかな？トイレ行きたい（）
2375,新青森着く前にトイレ行くんだった（）
2378,やっぱ本州って感じだよなぁ https://t.co/1LlVd5r6Il
2379,pandas優秀だな。バランスは一番取れてる気がする。今度からpandasで読み取りしよ
2381,脱北完了
2385,前の子どももちつけw
2386,問題は青函トンネル。長い30分が始まります
2387,木古内まで早いなやっぱ
2389,朝飯 https://t.co/kHVa9FggaY
2390,新幹線　区間快速
2395,えっ行きたい
2397,Hakodate Liner Rapid Service Train https://t.co/khMA1e8mwS
2398,どこかと違って時刻表時器だけはLCD式でもちゃんとしてるよね
2399,&lt;i&gt;はこだて&lt;/i&gt;ライナー https://t.co/63FeYPxKkw
2400,しんかんせぇん！（乗るやつではないです） https://t.co/wEsnqpwM9n
2401,ゆうちょATMかな？ https://t.co/o9rojYBdLt
2403,立地良すぎて人めっちゃ入りそう
2404,やっぱりできるのか
2406,カード電子マネー全部ダメでした。駅前なのに交通系すら使えないのは流石に怠惰では？？ https://t.co/hPolwsvP7B
2407,コンビニなのにカードとか全然使えなさそう https://t.co/UMyLD5OME2
2410,コンビニなのにカードとか全然使えなさそう https://t.co/AbUCjJcXPD
2413,新幹線で作業しながらいきまーす（先に抑えたけどあとから飛行機代でも出してもらえることになったけどキャンセル料払いたくなかった顔
2414,どうせやつは飛行機だろ、僕知ってる
2416,実は去年のホームページ、なんやかんやいいつつここ数年としてはいちばん出来がよかったんじゃないかと思ってる
2417,本学デザインコースの教授の一部も複雑系コースの教員の一部も、それぞれのコースの意義を履き間違えてるの多すぎる
2419,"えっこれやったとしてSVG/CSSアニメーションで実装できなかったの？

そもそもそれUXにどう響くの？"
2422,"ﾋﾟﾋﾟｰｯ！👮
PageSpeedInsight警察です。

https://t.co/O5s81pyQoW https://t.co/91yLLRrjyE"
2423,ウェブフォームなんてセッション切れになること前提で書いてはすぐ確定を繰り返すべき
2425,雨龍先輩のツイートを見て思い出したので雨龍先輩の会社のインターン申し込んだ
2426,俺だって時間通りに事が進んでれば定時で帰れるよう仕事終わらせた上に間にインターン面接挟んだんだからな？
2427,"×残業しないと怒られる
○車の渋滞にハマって時間通りに業者が来なかったので仕事が長引きざるを得なかった"
2431,函館もある意味ホテルだけがにょきにょき建て変わる点では合致するがなお
2435,nice boat https://t.co/md4Zsr4Iro
2445,IEが開かれたときだけこの画面出るようにする案考えた
2447,ふともも
2449,TELサポ担当「大事な日に残業せざるを得なくなる呪い掛けた」
2450,一緒に来る予定だった工事部隊が港祭り渋滞に巻き込まれて1時間遅れて到着したんよ
2451,なーんで一番残業したくない日に残業せにゃならんのじゃ
2454,ログインすればいいだろって、それだと第三者が見れるサイト作れない
2455,GASを使ったサーバーサイドには大きな欠点がある。アクセス元を制限できないのだ
2466,他の企業より面接最高に楽ちん（言うことがすぐ出てくる意味で）だったし楽しかったのでなかさんヌルゲーかと
2467,なかさんより早く面接した
