,text
490,"「この人痴漢です！」と言われたら「微物検査してくれ！」と警察にすぐに言え
現在では触った痕跡の微小物を検出でき、DNAと触った強さや範囲も分かる
相手女性に賠償請求推奨（民事裁判）
これを警察に教えてもらったのは4年前、未だに全然世間に浸透してないのは…"
491,"北海道新幹線は札幌市内は1kmしか地上を走らないらしい。旅情がない。

鹿児島中央駅「あそお」 https://t.co/QBHqJP4MOk"
492,司令官が暁にフラれたと知った途端露骨に喜ぶ電ちゃん……みたいなシチュエーション https://t.co/ONtLwcucXv
493,テレビ局が「24時間テレビはノーギャラでやってる」と主張した一方で、ふなっしーは24時間テレビの出演料5万円を寄付すると公言したのだそうで。
494,"24時間テレビヤバイwwww
ランナー発表後の下がり方がすごすぎるw
#24時間テレビ https://t.co/HWPvwvaFpJ"
495,Google先生がやらかしちゃったのでFAだったのか、それはそれで「色んな意味ですっげえな！」って感じになる / “グーグルが謝罪　大規模ネット障害、装置の誤操作が原因：朝日新聞デジタル” https://t.co/jcmKMv8gsh
496,やぎさんちの稲荷ちゃん https://t.co/EZmrWPGXNK
498,マクロミルのヤマト これで今年度新入社員だというから入社時に労使双方にのど自慢に関する合意が形成されているんだよな…… #三井ビルのど自慢 https://t.co/Eacs4YvWbp
499,【ただいま作成中】2017 これ面白いですね…。第43回 新宿 三井ビルディング会社対抗のど自慢大会 -予選2日目- #三井ビルのど自慢 - Togetterまとめ https://t.co/Qge9eOOD4o
500,はーい、いいこでちゅね～よちよち😊 https://t.co/IAz1wvRgTw
501,止まるんじゃねぇぞ… https://t.co/chIyfXFAz3
505,ほんとこれだなぁ
506,YouTuber育成する暇があったら学校の授業でネットマナーについてきっちり学習させて欲しいんだよな。公衆の場での迷惑行為をわざわざネットに載せるなとかAniTubeでの視聴は違法とか。そういう事がなってない中高生がいるから近年急にネットユーザの平…
514,"OCNから大本営発表出たが、障害発生時間から復旧時間までが「キッチリ３０分」ってのは、通信屋やってる人なら分かるが定番のやつ。
ナゼかって？
３０分超えたら、国への報告義務があるからな
https://t.co/ormP3AE9ET"
515,ずっと前の飲み会で話題になった「女性向けと男性向けのエロ本の違い」がいまだに印象的で面白いので絵にしたためて共有しておきます。 https://t.co/4M3rxP8GOX
516,岩本町-秋葉原を乗換駅として提示するな2017
517,"現実問題、これとサーファーのやつが同じような内容というのは無理ねーかな…
普通に男目線からみても「この男酷いやつだな」って普通に思うけど

https://t.co/vCk72GrCpL"
518,"もちろん「引きこもりのネットが友達なデブメガネは海似合わないから情けない」感じな演出はステレオタイプではあるんで、一切違うとはいわないんだけれども、フォローあるだけ描き方としてはマシとは思う

https://t.co/JAiMrLNG22"
519,"言った時点では確かに似た構造とは思うけど、これサーファーの方は言った人が最後まで面倒みて「海が似合わない男を海を好きになってもらおうとずっと手伝ってあげる」から、正直全然違う気がする

https://t.co/2pajk3fEel"
520,交通系ICカードで東海道新幹線に乗れるというJR東海のニュースだけど、JR東海のTOICAがマイナー過ぎるせいで、地元紙から「マナカで新幹線」と書かれてしまってる… https://t.co/kDLMy0H4RZ
522,"イベントなどでお披露目させていただいたラッキーさんのぬいぐるみですが、本日より順次アミューズメント施設に登場です！
取扱い店舗は以下をご確認ください。
https://t.co/zvEjtJsmo5
#けものフレンズ https://t.co/U…"
523,女の子が脚を組んでいたらつい視線が... https://t.co/NcAkhSvyq9
524,三匹が斬る！のネタっぽい表現ですら、実はちゃんと事実に基づいた事柄をベースにして創作されてる事に驚かされることがある。「失笑」と一言で片付けてしまうのはやや乱暴すぎる。知識が増えれば増えるほど人って謙虚になるものなんだねえ。 https://t.c…
525,"iphone7  puls
iphone6  puls
iphone6s puls"
526,例のアレです。参考にどうぞ。(撮り直しVer) https://t.co/xBcMqC5msp
527,"【悲報】

仙台市の小学校：昨日で34日間の夏休みが終了

仙台市の天気：今日で35日連続の雨

雨の勝利だよ    宮城においでよ"
530,夢に出てきた通りに沖縄民謡で踊らせてみた https://t.co/4L7OTNM6Q2
531,"娘「パパー高専ガジェヲタの真似してー」

父「技適ないから日本では使えないんだよなぁ、良い端末なんだけど。」

娘「本物の真似してー」

父「裏にシールでも貼っときゃいいだろ(^^)」

娘「ｷｬｯｷｬ」"
532,すごく綺麗な頭の形の人がホームに並んでるなあと思ったら椅子から出てるヤツだったってくらいには疲れてる。 https://t.co/X5XuyIiBzk
535,"年寄りたちに喜ばれる国際ブランドのないプロパーカード。余っていた板のリサイクルだろ♻️
#イオンカード https://t.co/aKSs4urQif"
536,ほんこれアワードとかあったら間違いなく賞とれる https://t.co/6ovlNbpzwL
541,"自転車乗りに優しい

JR東日本千葉支社、自転車を折りたたまずに乗車できる基地のような新列車を発表　愛称は「BOSO BICYCLE BASE」 - ねとらぼ https://t.co/31A0WUyCmC https://t.co/lUPIxttX…"
542,"さぁ、シーズンⅡでも我々の群れとしての強さを見せるのです
#けものフレンズ　＃かばんちゃん　#サーバルちゃん https://t.co/IujU20ZXLG"
543,童貞頑張れ
544,"俺「猫は良いよなあ…１日中ゴロゴロ寝れて。俺も猫になりたい」
姉「代償として、気持ち悪い声を出した奴が毎日『今日もきゃわわね～ちゅちゅちゅちゅ』って、言いながらキスしてきたり『ンッハー！良い匂いﾝﾝﾝﾝｽｩｩｩｩｩｩｩｩﾝﾝﾝﾝﾝ』って、頭や腹の…"
546,"熱盛！が話題なので、いつでもどこでもｱﾂﾓﾘｨｯ!!!!!!!!できるボタンを作りました。 
【Heat Sheng Button】
https://t.co/UY174y63dm https://t.co/HF3hG3iMkL"
556,失礼いたしました。熱盛マグネットを作ってしまいました。 https://t.co/ZofqFMnmfg
557,速報 - ［続報］OCNの通信障害、米グーグルによる誤った経路情報の大量送信が原因か：ITpro https://t.co/rZZ06lTJcU
558,"██████████によるミーム汚染拡散防止のため、一時的に日本国内のネットワークが一部遮断されました。複数のカバーストーリーを提示することによる情報隠蔽工作が進められています。
https://t.co/sYCJ5s9oZV"
560,"【予告編公開】東池袋52、第2弾シングルは「なつセゾン」
https://t.co/n3T2JOJ7uE

クレディセゾンおよび関係会社の社員で構成されたアイドルグループ。今回は7人のダンス選抜メンバーによるグループ編成となっている。 htt…"
561,母親から「なんか親戚の親からあんたへ進学相談に乗って欲しいみたいなこと言われたんだけどあんた進学は参考にならないヒッｗｗｗヒーｗｗｗ」みたいな電話がかかってきてキレた
563,"通信障害発生、KDDIやOCN、任天堂らが障害を報告。Switchなどに影響（更新中）
 https://t.co/9TzkOUdtNe"
567,エンジニアの怠慢とかいうよくわからない精神主義で会社の未来を諦めてるマネジメントの怠慢の話かなあ
568,昨日母校訪問に行って中3の時の担任と色々話したんだけど、「欧州の電動化の推進は裏を返せばエンジニアの怠慢だよね。内燃機関の可能性を諦めてる」という先生の言葉にすごい説得力を感じた。そういう面も含めて日本車メーカーの高効率を求める姿勢は本当に頭おかしい…
573,あああああああああああああああ！！！！！！(ｳ゛ｯ！！ﾄﾞﾋﾟｭﾋﾟｭﾄﾞﾋﾟｭﾋﾟｭ！！！！！！ﾄﾞｸﾄﾞｸﾄﾞｸﾄﾞﾋﾟｭﾄﾞﾋﾟｭﾋﾟｭﾋﾟｭﾋﾟｭﾋﾞｸﾝﾋﾞｸﾝｯｯｯ！！！！！！！」 https://t.co/3oQ9EKLZHS
577,忙しすぎて昼休みが15分しか取れなかった
578,"左→TV版

右→BD版

最っ高すぎます。 https://t.co/rFPzJvqYrA"
579,持つべき友人を間違えたかなぁｗｗｗもううちの工場案内に使うよ https://t.co/gqfNsmugdd
580,おいちっとまてや https://t.co/nqZdXgXCeI
581,  車も運転手も運転歴の長いベテランって感じでしたね。じゃなきゃこんなに綺麗にバックできないと思いますｗ https://t.co/qkaWqMwYdr
584,ちがうよぢごくさんって年齢的にもうクレカ作れる年齢じゃなかったっけってつぶやこうとしてつぶやかずRTだけしてただけや
585,(まさかメカオタ氏もﾍﾎﾞｯﾄの円盤を検討している…？)
586,今日のサーヴァント。 https://t.co/fJyjPBl3Hh
587,絵面が完全にレズ風俗にハマったやつ https://t.co/Vwhk7XwBOv
588,エレン先生は日本語がよくわかってないとこがかわいいんだよ https://t.co/YrE1HwfJGN
590,東京圏に限らず地元を出たことがない人の知見の狭さはやばい
592,"USB型のピポって鳴るやつを作ってみた。基板サイズ12x28mmに圧電サウンダと可変ボリュームが2個で音量と長さを変更可能。(画像はプロト版)
技術書典3で販売予定です。 https://t.co/wpQXe9iNZU #技術書典 https://t.co/j…"
593,社内Slackの会話でカジュアルすぎてだんだん語彙が変化し、ビットコイン -&gt; びっよこいん -&gt; びっよよいん -&gt; びっよん -&gt; ビットコイン -&gt; びっん -&gt; Vim となった
594,みなさん知っていましたか？ https://t.co/j0is9b5nKh
597,タイリクオオカミ先生再掲　#けものフレンズ https://t.co/0FlOS9oGeL
598,https://t.co/LeM2M3D8eT
599,素材 https://t.co/E9ochnACHF
602,https://t.co/V7GreXsnOV
603,秋月電子いい加減ちゃんとしたロゴ作れよ
604,"自殺ゲームの内容みたけど、

・睡眠不足により判断力を奪う
・家族や生活について脅迫
・本人への罵倒
・追い込んで最終的に自殺させる

これで創始者等の犯人が逮捕されるのなら、日本のブラック企業が逮捕されないのは何故だ🤔？？？"
605,"業者がプレゼン資料に色々盛り込むことはよくあることですよｗ
そりゃそうだよね、色々くっつけてお金取りたいもの。

てかさあ、業者が作ったプレゼンの設計図にそれが盛り込まれてたってことは、
大学施設にワインセラーなんかがあるのって、それだけ普通っ…"
606,お土産屋さんで良いTシャツを売ってた。 https://t.co/XiP8pvCCqB
607,さわやか混みすぎワロタァ！！そして山岡家が出没してきた。静岡の左っかわに無料シャワー付きの山岡家あったのはビビった。
610,内定者懇親会のため、今夜はありけんが不在になります。現在東京、会社までありけんが車を運転しました。車で懇親会て...(よっすぃ～) https://t.co/J9khWJB9vF
611,経産省は企業の「要望」の窓口だから、中の人は十分背景を理解してて、あえてそのまま出してそう
612,最近はコード書ける学生さん、OSSとか技術イベントを通じてWeb系企業に引っこ抜かれる事が多いので、そういう活動に活発でない企業が色々言っててもそりゃそうなるだろうなぁという。
614,NVIDIAさんさすがに日本人のことバカにしすぎじゃない？？？？？？？？？？？？？ https://t.co/FFbOzK7hUP
615,"謎のAI半導体メーカー""NVIDIA""から送られてきたアンケート開いてみたら、単位が分からなくて早速困ってる https://t.co/U8fudseE9H"
617,#NuAnsNEOReloaded の緊急かつ重大な問題解決のファームウェアが最終テスト段階ですが、少し修正があり、今週リリースができなさそうです。来週前半を目指して詰めていきます。お待たせして申し訳ありませんが、かなりの部分が直る予定なので今しばら…
618,今職場で仕事してるんですけど、Amazon Dashボタンが押されましたという通知メールが来ました。それは、今家にいるねこが、ロックを突破して戸棚を空け、奥の方に隠してあるボタンを引っ張り出して押したということを意味しています
619,貯水率が過去最低の58％となった宮ヶ瀬湖を見てきた。湖底に沈んだ橋や標識が姿を現しており、この異様な光景にみな車を停めて見学していた。 https://t.co/WKvwGQVus2
620,"スナネコ「でもｍ…ａａａああああ！？！？」

#けものフレンズ　ありがとうございます…！ https://t.co/T4A4vyVktd"
621,https://t.co/rWLRfAriUq
622,スターバックスの写真をみてパッと見、神戸サウナに見えたからそろそろ末期かな https://t.co/hyjy6MduvD
623,Word? TeX? 時代はIT 先進国クールジャパンのお役所様御用達のExcel 方眼紙!!!
624,"メガネありverできました٩( ᐛ )و！！

今回も軽さ重視のため、高画質版はpixivとニジエに投稿しています。 #FateGo https://t.co/KQn0Mgmw2u"
625,ちんぽ(^o^)
626,"ニンニクのここがスゴイ！！！
食中毒のサルモネラ菌も殺す
O157も殺す
ガンの原因のピロリ菌も殺す
水虫も殺す
ダニも殺す
性病の原因菌も殺す
オウム真理教が使おうとした化学兵器の炭疽菌も殺す
12万倍に薄めても殺す
とにかく菌を殺す

ニ…"
627,外人4コマのモーションが配布されたので無表情から歓喜に変わる途中の動きの謎が解けた✧＼\ ٩( 'ω' )و /／✧ https://t.co/1IJkn0JmEx
628,"アニサマのここがすごい！
・3日間で述べ50組の人気アーティストが集結する夏のお祭り
・μ's×765PROのようなコラボが見られる
・各日シークレットゲストが来る
・3万人弱を収容するSSAの迫力を体感できる

アニサマのここがダメ
・各現場の…"
629,この間友だちとちょっと高い回転寿司に行った時、レーンの速度が100円寿司よりゆっくりで得た結論としては「金を払えば払うほど寿司の速度が遅くなって最終的に止まる」でした
636,【オーディオ平八郎のLAN】 https://t.co/0UdsCusJiE
637,【オーディオ平八郎】 https://t.co/Z9o1v5ol7P
638,水着な小春ちゃんです #ゆずソフト版深夜の真剣お絵描き60分一本勝負 https://t.co/kn518bnYhb
641,(できれば5万以下がいいなぁ…。)
642,各位初めて変えたホイール教えて欲しさ
643,鳥人間コンテスト、人力飛行機で参加しろとは書いてあるが人力の定義について書かれていないので人を燃焼させて得たエネルギーで飛行してもレギュレーションに違反しない可能性がある
644,ゲームの公式アカウントに罵倒するオタクの何が嫌いかって相手が殴り返せない立場だから殴るっていうDQNのイジメと全く同じことやってるのに無自覚ところかそれを正義気取りでやってる奴すらいるからDQNより陰湿な分タチ悪いと思ってるよ。
646,【アプリ】「プリズマ イリヤ」のアラームアプリが登場です!収録されているイリヤのボイスは、全て新規録り下ろし!合計260種以上の大ボリュームなのです。ぜひイリヤの声で目覚めてね！　https://t.co/C3rzVKVVaH　#prisma…
647,"友だち「ドリフターズってちょっと聖杯戦争っぽいよね。Fate/Apocryphaみたいな」
ぼく(全騎バーサーカー陣営vs全騎アヴェンジャー陣営の聖杯戦争なんて絶対に嫌だ……)"
648," 元ネタこれですか？
https://t.co/xPab35VumE"
649," 電波物件の見事な再現、大変興味深く拝見させて頂きました。
地元の電波ハウス、オブジェ系ですが、謎メッセージは共通点あるように思えます。 https://t.co/HN8GM9N1p3"
650,"シルバニアの黒いお家
シルバニア村のはずれに文字だらけの奇妙な黒い家がある
そこに住む宇佐田キヨミさんはこう主張する
「シルバニアは架空の世界、本当の世界が他にあるの」
屋根のSOSは「本当の世界の住人」に向けたメッセージらしい… https:…"
651,o0(「高い技術を誇った超古代文明はなぜ滅んだのか？」みたいなオハナシには「天変地異で」「技術の暴走で」みたいな説明がなされるが、ここんとこの極東の島国を見てると「教育研究行政の失敗を繰り返し」「肥大化した自意識ゆえに無策を続け」とかでじわじわ滅んだ…
653,アタランテのせいニャ
662,"【夏アニメ】ヒロイン人気投票結果発表！　
総合投票数1688票の中、見事１位に輝いたのは「黒のライダー」ことアストルフォ！ 
11位以降の結果も秋葉原店二階のコミックコーナーにて掲示しておりますので、是非ご来店ください！ https://t…"
663,ロリコンになっちゃうよ！！！ https://t.co/E5p60fqjZe
667,"オルガのゲームをファイナルアップデートしました、おまけも付いてます。
止まるんじゃねぇぞ... https://t.co/B4NCcRWtq6"
668,"娘「パパ〜滋賀県民の真似して〜〜」

父「滋賀県バカにしたら琵琶湖の水止めんぞ！👊😡😡😡」

娘「本当の滋賀県の真似して〜」

父「四条河原町のスタバなう💕」

娘「ｷｬｯｷｬｯ😊👏」"
670,キニ速 : ふかわりょう「カメラを持たずに旅行したら普段よりも楽しめた。いいね、はいらない」 https://t.co/chpNFyy0bx https://t.co/kj4bSarGXD
671,駅ナンバリングされてるのに営団なの強い
672,帝都高速度交通営団…死んだはずでは…！？ https://t.co/owB000qvPb
673,本当にアメリカが文化大革命状態と化してて爆笑 https://t.co/avUDexA9zB
674,転売の記事見てたら転売×情報商材っていう肥溜めをアスファルトにぶちまけたみたいな広告出てきた https://t.co/3KF9ZgDsrn
675,"豊洲市場でカビ発生＝水産仲卸など約90店で（時事通信） - Yahoo!ニュース https://t.co/gNzTHtY4sp 

「使う人いないから」って土日サーバルームのエアコン切ってぶっ壊したお客たま思い出しましたね…"
676,キツネもふもふとなんか落ちたサーバルちゃん描きました https://t.co/FikJQ8NgsI
677,すごいの履いてた https://t.co/dAxWb7Bi4x
678,ぜひ結婚しなさい。よい妻を持てばインスタ映えする。悪い妻を持てばTwitter映えできる。　#ツイッターことわざ
679,LINEニュースで自殺ゲームとかあって、何でこんなので自殺するんだって思って調べたら、やり方が思ってた以上に心理的に追い詰めるっていうかえぐかった... https://t.co/wBv7g9naHh
680,"バイトの面接の人「面接とお仕事ざっくり紹介で２時間もかかっちゃったね💦ごめんね💦今日の分も賃金に入れとくね😉」

200時間まで残業代が出ないクソブラック会社にいた私「は？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？…"
681,ディズニーにカップルで行くと別れるってあれ、長時間並んでる間の態度とか金銭と時間の使い方とか価値観とかそういう普段しっかり見れないけれど重要な部分が全面的に出る場所だからだし言い方悪いけど踏み絵としては最強な気はする
682,リクエストでいただきましたアタランテです https://t.co/5LKvzPSmUO
683,「人工知能ってどこでダウンロードできるんですか？」→無理です #SmartNews  https://t.co/rD9JRpOaJn
688,もう店員さん、普通に椅子に座ってスマホいじってもいいと思うし、全国のコンビニの店舗数が五万だとしたら、常に50000人が意味もなく立ちながら空中を見つめてる時間をなくしたほうが、絶対社会は幸せになると思う
689,"妹の理科の宿題、あまりにもかわいそう
よく中学教員になれたな https://t.co/geo1elgePv"
690,千葉都市モノレール動物公園駅にある路線図がワードアートの塊って感じで明らかに解像度をミスってるのが笑える https://t.co/BBIXXSI4AE
694,某大手ブラック企業を退社して、我が社に入って来た40代後半の男性。昔いた会社のブラック体質を非難する一方で、自分はそこで数十年働いたという自負が形成されているせいか、「ここの奴らはぬるすぎ。就業時間外に働く覚悟が無い」などと苦労人マウンティングが目…
695,コミケのマンレポに「3日目男性向けに興味本位で行ってみたらエロポスターだらけだった、セクハラだ」という女性のレポがあり、自分から男性向けエロスペースに興味本位で出向いておいてセクハラとか頭大丈夫か？と思ったのを強烈に覚えている
696,これは漠然と感じてきたことだけど、幼虫のとき手に乗せて可愛がった個体は蝶になっても人間の手を覚えている。野生の蝶は手を差し伸べると逃げるけど、この子たちは逆に乗ってくる。どの本にも書いてないし、きっと学会にも発表されていない(笑)。蝶たちは幼虫だったと…
697,単位がやばそうやなわたしどうしよ
700,民間出身で公職に就いた人が「民間ではそんな非効率は許されない」と偉そうなことを言うとき、少なくない確率で「そんな違法行為は公的機関では許されない」ようなことをやらかすことに名前を付けたい
701,退職時にそれを(ついでにLANケーブルも)やった人がいるらしく、退職n週間前からデータセンターに入れる権限がない、という企業を知ってる。 https://t.co/muUuuacoEI
702,うちの近くの公園でジャンケンしてる小学生、掛け声で「シャドウバースっ」って言うのやめろ
703,6年前の怪文書情報です。 https://t.co/xlGdQ4gesb
704,"僕「落雷で電子機器壊れた…災害保険使おう…」

保険「""落雷による""と書かれた修理見積いるで」
メーカー「そんな見積出せんで」
保険「量販店が書いた奴でもええで」
量販店「メーカーが言ってないことを書くことはできへんで」
保険「ほな無理やな、さいな…"
705,"50万円の稟議書が通らない
↓
社内人件費200万円で内製
↓
スキルアップした社員が独立・転職
↓
外注も内製も不可能に
（要件定義できる人材の不在）
↓
＞5000万円の会社が爆散消失＜

みたいな日本昔話が100年後に語られそう。"
710,"夕方のラッシュに巻き込まれこれでもかと押し潰された外国人観光客が
 ""Wwwoooooh!""
 ""Oops!""
 ""Oh my god! Oh my god!!""
とパニクってるところ誰かが
 ""Welcome to Japan""
って言ってて…"
711,たいていの国は普通、情報系の大学を出ていないとIT技術者としては雇ってもらえない。一方で日本企業は情報系の大学を全く信用しておらずどうでも良いと思っている。これが諸悪の根源。大学の教育もぬるすぎるし企業もコンピュータサイエンスをバカにしすぎ。IT音痴の日…
712,海外発行のクレジットカードはJRの自動券売機で使えない。それはまだ良いとして、なぜそれを「大きく」告知しないのか？今日も海外からの旅行客が悩んでいた。海外で自分のカードが使えない不安は「最低のおもてなし」ですよ。
713,"マギレコも例に漏れずリセマラとかキャラ性能議論とか早速始まってるけど、世界観的にはユーザー全員キュウべぇだから
「強い魔法少女を引けなかった。この世界はリセットだ」
「僕のまどかと君のまどかを組み合わせると効率よく魔女を倒せるね、実に素晴らしい」…"
722,函館のラッキーピエロ、めっちゃおいしかった https://t.co/Q69OLkzube
723,(ง ˘ω˘ )ว https://t.co/mScZUfpPhT
724,ピエロが神すぎて函館に戻ちゃった。こんなに美味しいバーガー、初めて食べた。かなわねー https://t.co/TJyf9Ozai5
725,"コトちゃん描けました
https://t.co/u8zC0OkF22 https://t.co/7DUafVa7hf"
727,旅行って遠出してそっちの人に会いに行く感覚
729,"一人旅のここがすごい！
・1人だから無計画でもなんとかなる
・1人だから限界来るまで行ける
・1人だから気使わなくて済む
・1人だから食費を節約できる
・1人だからどこでも写真撮れる

一人旅のここがダメ
・1人であること"
730,給料予定日まであと3日だからもやもやしてる。 https://t.co/eEivW58JDp
732,富山の免許センターの前に「自転車自販機」があって「え？」と思って入ってみたら本当に自転車の自販機だった。 https://t.co/nsqJkHCYZn
733,CoCo壱じゃなくて料亭いけよ https://t.co/dPWXhtHYpH
735,"恵比寿テキーラ「無料」で飲み放題の名店。バカだから。

時間無制限（夕方5時から朝8時まで）。本気で永遠にテキーラがショットグラスから溢れるほど注がれます。

しかも「無料」。水は1杯600円。飲みすぎ注意。

Bar AGARO
ht…"
736,きょうのテレホン人生相談、36歳の娘が、自分に霊が取り憑いて殺しやるとかどうだか声がするという風で本人はこわいこわいと言っておりますとの71歳の母親マンからだったけど相談途中から娘の悲鳴が聞こえてくるというライブ感だった。
738,田舎だからなのかぁ
739,"田舎で爆乳見たことないんだけど、都会に行かないと見れないの？
爆乳"
740,ミミっこがヒロインで百円から楽しめるコンテンツはこちら！ https://t.co/THuriwoosO
741,"転職求人広告、
横からきるか？
縦からきるか？ https://t.co/igZ7frUCUB"
742,"オタク趣味がない友達に冬コミの本どういうの描こうか迷ってる話をしたら
さかなクンが魚と勘違いしてアイマスに興味を持つ回
という返しをされてこいつは才能があると思いました"
743,"ぞい女が自分よりも弱いと思ったもの（食べ物, 無機物, マゾなど）に対して露骨に強く意地の悪い態度で出るのほんときらいだし負けたくない https://t.co/qFU3R7S7vF"
745,前に「18歳未満で本がなにも買えないのですが、好きです」って手紙だけ渡しにスペース来てくださった子がいて、おじさん感動してその次のイベントでその子のために1年ぶりに全年齢向本出しちゃったもん　おじさんいい子は大好きなんだ
746,まぁ自社製品に「優秀」なんて名付けるメーカーがあるなんて夢にも思いませんよね。Microsoftお前のことやぞ
747,「大学はプログラミングを教えるところではない」は「できて当然」という意味だとおもうんだが、できない人が夜に放たれる言い訳にしばしば使われているような
748,"停  電  か  ら  5  時  間  半  経  過
真 夏 の 正 午  ク ー ラ ー な し
冷    蔵    庫   大   惨    事
マ  ン  ホ  ー  ル  か  ら  爆  発  音
い ま だ  原  因…"
750,【年末調整 ネットで完結へ】年末調整の手続きについて、インターネット上で完結できるようにする方向で調整。低迷するマイナンバーカードの普及にもつなげたい考え。 https://t.co/mw0LRQV29a
751,というか、むしろそういう人を選んで採ってるのだと思ってました
752,日本のSIerにいた時、旧帝大の情報系出てるのにプログラミング出来ない人が結構いてビックリしたのだけれども、アメリカのCS系で全然出来ない人というのはあまり見ないので、日本の大学も下のレベルを底上げするために「宿題で殺す」くらいの気持ちで学…
753,外で鳴いてるまだ性交を諦めてないセミがおそらく「もう普通に鳴いてたんじゃダメだ、、、目立たねば、、、！」的な発想でミッﾐﾐｯﾐﾂｼﾞｬｼﾞｬｯﾐｯみたいにテクニカルな鳴き方してるんだけどリズムが悪くて普通にキモいので「そういうトコやぞ」って教…
754,アダルトグッズ扱いワロタ🍣 https://t.co/HTUKmOsymZ
756,【コラボ情報第四弾】最後のコラボ情報は…なんと『京急電鉄』とのコラボ！！「エアポート急行羽田空港行き」の車両がキャラクターで（！？）登場！さらに京急電鉄をテーマにした楽曲「Kattobi KEIKYU Rider」が解禁不要ですぐに遊べちゃいますよ！…
757,外資のエンジニア求人見てたら「これくらいの経験があれば年俸600から750でスタート。これくらいなら…」みたいに細かく給与書いてあるの見つけて、日本の求人の「中途採用年俸300〜1500万応相談です！」みたいなやつに対して無の感情になってる。
758,"先日の話をちょっと。高速SAにトイレに立ち寄ったところ自衛隊の車両が多く停まっていました。何だろと思いつつトイレに向かうと、そこには同じくトイレに向かう自衛隊員の姿。すると小さい男の子が駆け寄り彼らに声をかけたのです。

「怪獣退治にいくんですか…"
760,これで「CHUNITHM STAR」稼働日の告知は全て終了です。本日はAIR PLUS最終日なので、マイルをチケットへの変換は忘れずに。大正義音ゲーの明日からの稼働開始をお楽しみに！ #チュウニズムSTAR
761,15802人が受けたテストでひとりだけ100点で他全員が0点の場合，100点のひとの偏差値がだいたい1307．東大前。 https://t.co/iIeTy11srH
762,"やったぜ産経さん！
今朝の紙面の一面まるまる使って意見広告！
(∩´∀｀)∩

うちの父も「凄いな、一面使って意見広告だしてる」ってびっくりしてた！
┌(┌＾o＾)┐ https://t.co/TLbZ045jct"
763,"嫁「CCさくらって「はにゃーん」とか「ほえー」とか言っててオタクに媚びすぎだよね」

嫁よ、因果関係が逆だ。CCさくらがあったからオタクが「はにゃーん」とか「ほえー」とか言うようになったのだ。"
765,"更新：PC-98の”ピポッ”音を再現するPCIeカードが登場 組み立てが必要な工作キット、実売2,160円 https://t.co/yXbORizNv8 https://t.co/5BJ2q4boo5"
766,子育て漫画 https://t.co/kzvKztBgKc
768,「彼氏欲しいひとは彼氏欲しいと言ったほうがよい」という言説を見たので「お金ほしい！」とツイートしたらTwitterの広告が借金減額相談になったので全てが理解に近づいてきました
769,「就職はいいぞ。いい会社に入れば幸せになれる。悪い会社に入ればツイッターで人気者になれる」
772,"面接官「最後に何か質問はありますか？」
学生「次は技術のわかる方をつれてきてください」 https://t.co/HDsbYN5heS"
773,新作です。けものフレンズのサーバルちゃんをいろんな作風で描いてみました。※模写＋アレンジ https://t.co/5QNRZeSZCP
774,"宇宙一複雑なポイント制度を目指しているとおぼしきイオン界隈。またやってくれました！
WAON POINT単体の市中加盟店開拓です。そしてミソは…桃色カードのみ対象！ https://t.co/f7aoAeEkmh"
775,やっぱりホーム画面でも首ねえよ…やべえよやべえよ… https://t.co/1Sn2oYQMlg
776,JR刈谷駅から見える景色この世の終わり感ヤバイ https://t.co/aPOg7CprLT
777,  https://t.co/9jtQQPwKei
778,https://t.co/EwaS1g6Gnb
779,手書きにしたら掲載許可がおりなかったので心を込めて印刷で再現しました。お察しください。やはり印刷だと魂がこもらない。。 https://t.co/RRghLnMKL2
781,何故か僕の写真がXVIDEOS上の広告として無断使用されているようですが、完全に無許可なので無視して下さい。僕のアソコには圧倒的ザワつきもピンピン感もありません。（写真の元記事） http://t.co/DWGE9h6l2q http://t.c…
782,女の相談は共感が欲しいだけって言うと男の人は｢解決にならん｣と怒るけど、例えば男の人が自慢話を気持ちよくしてるとき｢すごーい！｣って言われると｢ふふんもっと頑張ろう｣って思えるけど｢大したことないよ、もっとこうしたら？｣って忠告されたらﾑｯとくるでし…
784,https://t.co/rPqTFsJr7x
785,えっ？ちょっとまって、プレイヤーネームってそいつにつくの？ https://t.co/Em3zuevhVs
788,出来ました。これで周りの目を気にせずネットサーフができるよー！！ https://t.co/CZfRK0OJun
789, まじレスするとなぜエアダスターを選択しなかったの？
790, グラボが埃まみれで汚かったので、「ファブリーズすれば埃飛ばせるんじゃね？水じゃないからワンチャン壊れないでしょ」って言ってファブったら案の定壊れました。
791,グラボにファブリーズかけたら画面出力が凄い事になったまま治らなくなった事しかない
792,"このまえ帰省したら、うっかり「僕が上京してから……」と言ってしまい、家族から
「上京だと」
「東下りだろう」
「東京に染まりやがって」
「関西を棄てたな」
などといわれのない中傷を受けました。"
793,課金額で対応も変わってくのね・・・ https://t.co/MZff1LdVld
794,"娘「パパー、やばいリザルト出た時のツイートの真似してー！」

父「ついにやりました！〇〇AJ！！！！〇〇回でやっとできました！！応援してくれた人ありがとうございます！！」

娘「一部のどヤバイ人がやばいリザルト出た時の真似してー！」…"
