,tweet_id,text
15724,835506099532943361,では新横浜に集合ということでよろしいですか
15735,835493668437962752,んじゃ新横浜にしますかあと、ドコモラウンジが閉鎖前に行きたい
15741,835491401173364736,先にその横アリ見学してからの池袋、秋葉原、市川がよさげ
15742,835490437003501568,それなんですよね池袋でサンクリがあるので興味あったり、秋葉原でも先程の自作マルスが出る秋これがあったりで店周りもしたいですがそれ以上に回りたいとこが出てる感が
15752,835483875254001664,酷い人柱だったんですね
15804,835329978665349120,おいなんか変なとこにもリプ飛ばしてるぞ
15808,835326621364047873,今日は十分休んだ•ωlt
15816,835321442933723138,始めなくていいあっさり
15818,835321262415069184,とっても美味しかったです。あの情報を仕入れたタイミングが神でした
15823,835311941136474112,ふわああぁいらっしゃぁいよぉこそぉ↑トウキョウへどうぞどうぞゆっぐりしてってぇいやま゙っ↓てたよぉやっとお客さんが来てくれたゆぉ嬉しいなあねえなんにぃみるぅ色々あるよぉ
15829,835304205287989248,なるほどなぁ東京いる間は無心になるからアレ
15853,835299051025264640,毎回闇だなぁって思うわぁ
15865,835148766982230017,こ↑こ↓
15866,835148471153774592,一応少し離れたところに同じところで経営してるもう一つのホテルがあって、そこだと少し古くなる代わりに500円くらいさらに安くなる
15867,835147049750274050,こんな感じ。6泊7日だとウィークリープランで22000円くらい。
15870,835143339062091776,あ、そんな話してましたね痴呆例に漏れず宿代節約のためのドヤことトイレバス共用のホテルへ宿泊です
15928,834932192509714432,美味えって言いながらパクパク食ってる
15964,834718126818226178,地方のバス活性化したいはずの国交省が先頭切ってやって欲しいですね。特にこの運賃前後問題は黒字路線を多く持ちがちな首都圏のバス会社は動かないんじゃないかな
15965,834717350498754560,その必然を無くしていくべきだと思いましたまる
15968,834716137178816512,ほへぇでも整理券式じゃないです運賃均一区間と従来区間が跨がるバスが前清算方式にするのは、初めてバス乗る人にとっては初見殺しこの上ないと思うんですよ。
15971,834715629680631808,房総半島の方かな
15972,834715582427574272,下宿カーシェアあるんで✋🏻
15974,834715128490713088,それ初耳ちなみに地元は真ん中ドア有り車でも前乗り前降りでもっと特殊です
15975,834714769651228672,前乗りは東京だけです憤怒
15976,834714599265964033,いえ、TDRから浦安駅へ移動中です
15977,834714510476734464,これ東京近郊だけの「「「ローカル」」」ルールですよ。
16038,834406242281938944,いやぁぼっちバーは私にはまだ
16041,834404989929820160,現金引き出す代わりであればいいと思います。年会費も今調べたら無料のようですし。いいと思います
16043,834404570587504641,ハイクラス過ぎてアレバーで飲んでみたいですが、金がアレなので
16044,834402183474843648,年会費が掛からない、銀行口座持ってるとかであればいいと思いますが、クレカの代わりに使うとかであればオススメしません
16045,834399236284243969,逆にキャッシュカードとデビッドカードを一体化出来ないとこが多いですjdebitというvisaとかjcbのブランドがつかないデビッドを除くなので、一体型か分離型かは銀行に寄ります
16046,834397290873753600,銀行口座にお金さえ入れてあれば使えるので便利な反面、ネットショップで使うとシステム上二重引き落としが発生して、数ヶ月後まで返金されなかったり、使えない店もあったり、終いには銀行によって利用できない時間帯があるなど不便な点も多いです
16047,834396575187152897,選べる朝食とこのアメニティ
16106,834251493251256321,それ、ankerサポートに連絡すれば交換してくれますよ
16158,834174644416438272,これでも人は少ない方ぞ◠‿◠
16246,833988891153620993,ササッ逃げる
16247,833988400889765888,えっ
16248,833987469624352768,ゴチになります
16360,833599399682977792,ヤメロぉ
16363,833596415448190977,逆に言うともっと怖いのを想像してたので正直気になるのはこれくらい
16364,833595307002732544,ツッコミどころ、なによりなんかこれ怖い
16374,833585346705108993,りょ
16381,833564247208583169,ちょっと時間早くて良ければ夜にメシでも食いに行く
16385,833545487273717760,あれ、今日何時に帰るんだっけ
16402,833528586569003008,ポイントサービスとか乗り継ぎ割引がnimoca独自サービスだから函館在住民はnimoca使ってた方がいいで
16440,833501709930409984,仕方ないね
16441,833501571686096896,アマチュア無線に住所表記無いのは知りませんでした。確かにそれだと補足書類必要になりますね
16442,833501410587127808,アマチュア無線って住所表記ないんですねそれは仕方ないですね
16449,833490368209391617,ウィッス
16471,833480428057038848,一応交通費と2泊分の宿泊費定額が出るので、まぁ、旅行も兼ねて行く感じです
16482,833475546696724480,就活したかったんですがねぇインターンだけ参加して帰ります
16546,833202796698537984,なるほどなぁ
16550,833201695555362816,css系のプラグインで表示するのあったはず。
16557,833119892714856450,よし立川行こう
16563,833113446233169922,もしかして→営業日外出金手数料
16564,833111160958312448,せやのぉ。
16565,833109775210549249,27日なら
16570,833104685888262144,ええよ26以外
16581,832963314825125889,忙しいのね。仕方ないね。
16588,832959977450934272,東京来るって魔剤その日東京なう
16621,832924330191228928,IC圏はバスでの現金取扱に慣れてないんですよねやっぱり
16642,832797671819587585,社長さんのツイート見た限りではマジレスのように見えましたあまりツイッターというかSNSの特徴を掴みきれてない感じありました
16667,832755577784655873,無知を装うの難しい
16708,832567567285776384,それが正しい
16709,832566578692583425,フルHDで遅延を感じないレベルに普通にぬるぬる動くレベルの映像で会話出来るよ。c620とc920は同じフルHDでもレンズの質が違うせいで主に色味が変わってくる
16710,832566058317864960,c620だっけと全然画質変わるで。普通のガチもんのビデオカメラで撮ったのと変わらないレベルの綺麗さ
16711,832565717010505728,知ってるスカイプやる為に祖父が買ってくれた顔
16712,832565550869917697,c920はいいぞ
17025,830922049618997248,今回使ったのはそのjtc17のRW無し版みたいですね何故かRWと書いてたけど、RWらしきものは見当たらないし利用可能ブランド一覧に載ってなかった前乗った時に使ったのはビックボーイグループで使われるのと同じcatです伝われ
17029,830919450220048385,北海道に行くにはパスポート必要だしね。仕方ないね。船は北海道と本州が離れて居て、北海道が離島なんだなというのをしみじみ感じさせてくれる
17032,830918361647177729,どうやらこの船はデッキに基本的に出れない船のようなので、こんな感じで中から見える範囲で
17038,830903101934571520,確かに考えてみればかっこいい実際対コメリ決戦用企業連合って感じですからね。ホーマック、カーマ、ダイキがDCM組織後傘下に入り、サンワドーも便乗って感じです。なので今のホーマックは「ホーマック」ではなく「DCMホーマック」と店内アナウンスやCMが入ります
17069,830822563626393601,サンワドーとホーマック、県外ではカーマとダイキ他のホームセンター連合ですね。確かホーマックが一応規模は一番大きい
17081,830762281122226176,ピンポン
17128,830661813876322305,学生なのにグリーンでも持てただけ奇跡なんだよなぁ
17129,830661198345433088,まあいいんじゃないですかね知らん顔
17131,830659892188884992,時代の流れですかねぇ
17132,830659445206048768,うわぁソフバン共用基地局からも外され始めてるんですね悲しきかな
17134,830658792643661824,そんな感じのようですねHPからもPHSは原則廃止して行く、みたいな雰囲気を感じます
17137,830658153775722496,やはりテンキーが欲しいですねw
17138,830657768554057729,ほーまじですか割と気になってしまった
17139,830657305377067008,SFC修行出来る金と時間も無ければ、SFCを生かせるような場所への旅行もしてないですら
17141,830655155632631808,でも、電話帳登録の相手にしか通話できないんですよね
17163,830642483071639552,おおぉなるほどぉでもこう、スタンドアローンなピッチはもうないんですね
17166,830527757352259586,部屋に来て、どうぞ
17167,830527593883463680,カップ麺なら提供出来るで
17168,830527316845432832,いつから寝てると錯覚していた実はわいもコメ欲しいところで在庫ないのよねぇ
17189,830441513867829248,ないっすねぇ〜
17208,830414170831007744,とりあえず、そのバスが本来乗る予定のバスならここのサイトの旅程で進むはずなのでまあ頑張って。あと、止まるSAは多分深夜1時とか2時頃、売店は開いてないのでまあ冷食自販機でも使って腹ごしらえすればいいと思い
17214,830410989514350593,東京函館切符使ってたのに間違ってフェリー埠頭からではなく青森駅からのろうとしたせいでいろいろゴタゴタなったらしいです
17218,830409354025136128,切符見せてこのバスどこで乗るのって聞かんとあかん買った
17219,830409010276765702,うーん口調のせいなのかな、知らん放棄
17234,830405745170460673,はい
17235,830405694348144640,バスは乗れたの
17241,830403579282198528,てか本当にこのプランなんだよなただのパンダ号のプランならもちろん別途金取られるし乗り継ぎそのものができんやで
17242,830403174867415040,セットプランなら津軽海峡フェリーの青森港ターミナルで待ってれば呼びに来てくれるはずやで。
17256,830381517759078400,言語の基礎覚えたいならCとかJavaの参考書見ながらバリバリやるのがいいけど、ソフトやアプリ作りたいなら実際にソースコードコピペしたのを弄りながらやった方がソースコードの扱いとか開発自体には慣れると思うよ
17270,830338405628145665,りょ
17272,830337795935793152,今漫画コーナー辺りで何処にいるか探してた
17289,830274319821312000,naverじゃなくてneverって打ってませんか
17365,830062915507982336,ただ、キラリスに関しては子供向けの遊戯施設が少ない函館に於いては、子供を春夏秋冬問わず遊ばせられる施設として一定の需要があるようです。しかし、商業フロアは2階部分は待てども待てどもテナントが入らない
17369,830061259353518080,非常に賑わってますよ。珍しく平日もそこそこ人いますし、土日なんかは人でごった返すレベルらしいです。高速道路へのバイパスに隣接してるので遠方からのアクセスも抜群。道内の函館以外のナンバーも多く見受けられます駅前のキラリス函館とは大違いの繁盛
17398,829975589855453184,「○○が販売し、Amazonが発送します」って書いてた商品ならAmazonが送料も持ってくれるよAmazonは消費者に優しいフレンズだからねすごーい
17403,829969137434652672,アマゾンならこれ不良品だオラァって着払いで送れば全額帰ってくるし送料もかからんで
17447,829763381791846400,本番は3話以降からやで
17615,828894991502106624,あと、もしかしたらIoTモジュール側でAGPS使えたりしないかなーとか。AGPSくらいの精度があれば大まかな場所程度なら把握出来るし。
17629,828833149559771136,距離だけ分かればいいやーと思ってたのでまぁ、欲しくなったら別途何とかして追加します
17630,828830270874808321,なるほどぉ。ちなみにこれはさくらのIoTモジュールと繋いで、下宿下宿カーシェアリングシステムを作ろうかなと思っております
17632,828829496178380800,これ使ったことあるんですか
17740,828252879655837696,すでに売ったまたは処分済みです
17773,828176266373107712,ごちうさも冴えかのもカオスシリーズも全部欲しい欲しくない
17787,828147648423030785,実際可愛い
17821,827870807896399872,アルストツカに栄光あれ。
17846,827773772283277316,まぁカラーコーンと同類のなんかですよねww
17914,827492168247894016,そもそも低温環境ですぐ電源落ちるような安くそバッテリーを積むアップルは†悔い改めて†
17973,827426407680602114,そんなにカード枠はないです
18002,827220770132594689,てか予定合うならツインで泊まればいいのでは
18003,827220668450103296,駅から遠いので、あまり予定が詰まってない上京1週目をここに取ろうかなと
18011,827191041585319936,ポッピンQを見て。DM見て
18030,827184414673170433,入院中エアードレーンボコボコ鳴っててかわうぃい白目
18077,826872542551908352,謎のパンチングマシンかどうかは分からないけどパンチングマシンはあるし、イニDの旧体と思わしき筐体ならあるよ
18078,826827621316956160,射的ゲーも格ゲーも豊富よ
18079,826827378332610560,ラウワンそのものもスポッチャも函館で初めて体感したのでその感想から行くととても充実してるってなる
18081,826826353848700930,114514
18094,826792602364059648,ほほぉ。確かにアクセスとアクセス費用が良さそう。
18140,826687971386482689,これが見にくすぎて、メトロ乗った後にこれ通ると「あっ」と後ろに戻り気味になるので非常に使いにくいのです
18141,826686523621797888,JRは基本的に手前のLCDにしか表示されないんですよ定期は知りませんが
18143,826685614716178436,出るけど画面手前じゃ無いです
18150,826679865210400768,そうしよう
18151,826679592010145792,もう一人の方は全く決心がついて無いはずなのでどう対応すればいいか
18162,826661985190154240,それよ
18171,826652518700572673,自分もそれが一番いいと思います。金沢は地上は土地無いし、勾配も激しいですし
18196,826644855203848192,もう一年遊べるドン白目
18324,826269341607866369,あーメダルゲーは確かに力入れてるなB2Bにシフト、B2Cはソシャゲって感じか嫌でもわからん
18327,826268622813212672,やはり今の社長どこかおかしいんだよな
18336,826262553978294272,はへぇ飛行機自体あまり乗らないから知らんかったわ
18337,826262199299514368,なるほど
18338,826261638722445312,例えば、ラーメンと言えばこうなるし12枚目、金沢と言えば位置情報入れてないのに金沢に旅行した時の写真だけビッタシ当ててくる感じ3枚目
18348,826254971247095809,っグーグルフォト
18444,825965193846853632,許して
18455,825942284482990080,スピード商会に行ったのか俺以外のやつと
18510,825678586002563072,1500円分の商品券消化のための来店なので結構贅沢できる
18512,825678254656757760,せやなそもそもないのが一番なのだが
18545,825656809574658048,やっぱ南千住が一番やな泊3000円で個室、トイレシャワー共同
18547,825656101462896640,東京ホテル高くなったなぁ
18553,825655395435679744,6000円払えば東横インに泊まれたのでは
18579,825622653251645440,あーなるほど
18580,825622578077200384,下宿の食器おき最下段に鍋敷きあるで
18657,825351398992670720,譲ろうかこれ
18772,824952180394356736,送る前にキーキャップ全部外して洗浄掛けるのでご安心ください。あと、2月に東京行く予定あるので現地引き渡しできればなーと考えてますまた、今現在保証書捜索中ですが、見当たらないのでその点ご了承ください大学入学した頃に買ってるので保証は切れてるはず
18773,824949293375053824,メタルキャップは後からつけてるやつなので、実際は普通の黒いキャップになります
18774,824949107089289216,今送ったのでご確認ください
18775,824948804860272641,こちらです
18777,824946432058675200,茶軸の方です
18792,824931692695605249,だからそのまま新幹線チケット買うのはマックでクーポンなしで昼飯食うこと並みに馬鹿よ
18795,824930543967952896,神だよ
18796,824930330171748352,運賃込みでこの値段やで
18815,824908271110623232,paywaveとかjspeedyと同じくEMVcontactless準拠の規格だから、アメックスの契約があってNFC端末が置いてある加盟店なら理論上は決済できる
18874,824677104604164096,AWAってアプリでそれっぽいプレイリスト探すといいぞ。確か一日につき1時間まで聞くのタダだし
18984,824311698622291969,方法気になります教えていただけないですか
18985,824311151106195456,えファミTカード以外からも出来るようになったんです
19039,824258765599842304,わかるぅこの人の薄い本が欲しい健全なヤギ漫画まとめ的な意味も含む
19238,823504800226512900,やめるんだいい大学に行ったり、頭のいいメンツとつるめば、めちゃくちゃ技量あるすごい人とかと会えるからそれだけでも大学行く価値はあるで。小中高のにわかと話するのとはレベルが114514↑の話が出来るで
19240,823503968273764353,せやで
19264,823471904925171712,英検3級から面接ありますねぇ3級までしか持ってないからわからんけど、少なくとも3級の面接はカード見てその絵の英単語答えるだけみたいな感じだった。準二級だともう少し話さなきゃいかんのかな
19301,823427202964275200,バス停が1つズレてデータが送られてるんかな
19307,823419938920493057,◠‿◠≡◠‿◠逃げられるかなる
19308,823419593041408000,川崎行くから飯楽しみにしてるぞ◠‿◠
19309,823419344273088513,普通逆だと思うんですけど反論
19310,823419042635468800,とりあえず就活は1年伸びそうだけど、冬インターン参加するから2月にあそ就職体験しに東京にしばらくいるよ
19311,823418149160685569,割と近いものがある
19317,823417149821566976,幕張あたりなら楽なんだがなぁwまあ多分希望職種的に望みはかなわなそうだけどw
19320,823416209244704768,とりあえず後ろの人のち○こがあたってるのがわからない程度であって欲しい中央線新宿ー立川間の帰宅ラッシュを体感した人並感
19324,823415229501423616,闇を感じる
19327,823412922541953024,「もうなるようになれー」って感じだなw
19367,823357918862974976,ほへぇすごい地名もあるもんだ
19372,823356879640219648,地名調べてなるほどってなった
19374,823356663755251713,ほほぉ地名マジでジェームス山なわけではないよね
19399,823187902418927616,お、そうだな
19404,823187709933985794,うちの下宿くれば住人の半分はthinkpad使ってるからいくらでもキータッチ触り放題だぜ
19411,823185012967116801,アップルのキーボードよりはThinkpadってPCのキーボードかなアップルキーボードはどうにもなれないうちの大学のキーボードがボロいだけな気もするけど
19417,823183029078110208,実際かっこいいですから仕方ないです
19418,823182459219025922,いや、これはsteamで今話題のwallpeperengineってやつの壁紙の一つです。390円で動く壁紙が手軽にできて安定してるのでおすすめです
19420,823180815395790848,わかるー青軸とか茶軸ほどカチカチうるさくなくて、でもメカニカル何だなってのを感じるほっど良い感じがすき。でも最近はもう少し小さいやつがほしい
19421,823179997103828994,マ
19422,823179904569131008,計画通り
19430,823172481598951425,というわけなのでこれらの機能はどのクライアントも対応出来てないから我慢するしか無いんだぞ動画再生と複数画像投稿は対応できるみたいだけどその点現段階で実現可能な全機能を搭載しているsobachaは神だゾ
19431,823172021957734400,グループDM非対応も投票未対応も写真URLの文字数省き非対応も全部ツイッターがAPIっていうそれを実現するための開発者側への対応をサボってるからだゾ。要するに公式が糞だから結果非公式もクソになってしまうんだぞ。公式を叩こう
19432,823167778769104896,ふぁえーっと、iPhoneだとTheWorldかな。操作感が独特だけど。Androidは使い始めでわかんないけど、twitplaneスペル間違ってそうかsobachaかな
19438,823166651302432768,おう決断早いな
19450,823156081417285636,ウィッス
19451,823155953495261186,ついて行こうか
19452,823155752755806208,自分もほぼすぐpontaに変換して使ってますし、なんやかんやで程よいポイント溜まったあたりで旅行で掛けるんでホテル取る時にポイント使ってます
19454,823153399155728385,うーむ微妙なラインですね一応VISA以外の年会費といETC無料、ポイント重視ということでリクルートカード勧めておきます。リクルートポイント≒Pontaが貯まるので交換の手間がなくおすすめです
19455,823151039993892866,飛行機はよく乗る機械ってありますかあと、どのネット通販を使うかとか。Amazonカードは純粋にAmazon使う人にはかなりおすすめしてます
19459,823149634176446464,ライフは発行会社なので、JCBじゃないです。ただ、ブランドがマイナーな上、1000円単位にポイント付与、海外行かない限りメリット薄カードです。年会費無料で、後はそこに何ロ求めるか、ETCか、ポイントか、割引か、そこがわかると一番いいのを提案しますよ
19461,823147493558845440,ETC目当てならJCB系のカードの方がおすすめですよ。さっきあげてたanaでもjalでもリクルートのカードでも、JCBなら発行タダですし。
19462,823146882570461187,アードコモかつソフバンへ乗り換える気がない私には無縁そう
19464,823146332550369280,どのカード持ってるかはわかりませんが、純粋は無難カードなら三井住友VISAカード、ポイント目当てならリクルートカードかヤフーカード、マイラーならJALnaviまたはana学生カードって感じですかね
19465,823145687692890112,まあNFC対応カード数枚ある私に関係ないがなガハハ
19469,823144879022710784,なるほどちなみにロンダリングのルートが知りたいです
19470,823144730670166016,日本とそれ以外の地域のApplePayはぜんぜん違うし、日本版applepayはapplepayという名の名前を借りたただのお財布ケータイなので、店も客もアンハッピーになる仕様なのです
19471,823144339354198016,東アジア各国でもapplepay対応してるし、NFCapyってのも普及してるのでそういう層向けにはある程度需要あるんじゃないかなーと思います
19472,823144020431900673,日本人は使えないApplePayやでクソ
19478,823143400547328001,現状だと日本版アップルペイではなくて海外版アップルペイしか使えないので、海外の銀行口座かクレカ持ってる人でないと現状使えないタイプの店です
19580,822840370790744065,チラッ
19619,822715498773102592,それは一理ある
19670,822449805699915776,そもそもキャンドゥ来るまでこの規模でありながら百均が無かったので、ここも評価出来ますか、いいからトイレと内装をリニューアルしてほしい
19673,822448408635944961,まぁフードコートだけはOFS追い出してロッテリア系になりすごくきれいになりましたが、あとはセルフお惣菜量り売り機入れましたーとか花屋さんを仮設コーナーから常設化しましたーくらいですかね。それこそキャンドゥ導入もひとつとはいえそれくらいしか改装してないです
19674,822447387671048192,札幌圏のダイエーリフレッシュに躍起になってて、室蘭イオンの建替えが延期されてる状況、イオン単体店舗でありながら2万平方メートル規模の平屋店舗を誇るイオン上磯も本格的なリフレッシュは先送りでちょびちょびどうでもいいところを7桁行かないくらいでやってる程度。
19675,822446918420742144,だってこんな記事見てたらそうとしか思えないですよこれ、元ダイエーですよ。イオンモールまで間に入って。他にもイオン北海道のニュースリリース漁れば札幌圏の元ダイエー店舗の改装とかリフレッシュばっかりですよ
19676,822445350149468161,函館は人口の割に大型の商業施設がめっちゃ少ないので、その大型商業施設の中で百貨店を除くとドンキホーテ旧長崎屋かここのイオンくらいしかないので、多分黙ってても売上がそこそこに出る店舗なんだと思います。そこで札幌方面のダイエー活性化を優先してるのではと
19690,822416118484611072,ダイエーのボロい感じがダイエーですねwこれでも93年にできた店舗なのにトイレはめっちゃ汚いし、水の出は悪いなど、文句は言っても言い切れないくらいで。テナントも小規模のアパレルばかりが60店舗も並んでいて、ただ広いだけの使えないイオンという感想ですね
19692,822412022113415169,ここはダイエー時代からダイエー感の薄いダイエー末期のSuC店舗だったので、どことなくダイエー感あるけど、商品はイオンみたいな感じで、ダイエーの悪いとことイオンの悪いとこがミックスされてしまった地獄みたいな店舗だと個人的に思ってます
19696,822407604068499457,そのせいで正直WAON以外の決済するのが怖いですイオンクオリティというかダイエークオリティなんですよねぇ
19703,822405801700511745,明日もう一回電話する所存
19707,822404394335379456,二枚載せ失敗してるので再掲
19708,822404199757455360,はいどうぞ確信犯です
19713,822394848166584321,強すぎる
19714,822394214742835200,あーいっすねぇ〜でもまだカードラウンジも入ったことないので帰函が重なった時にでもそのうち良ければ
19717,822389453146628097,自分もバイト先で使ってる端末以外はレクチャー出来ないのでwただ「多分電子マネーってボタンじゃないかな」「売上って押して価格入れて確定でオッケだったはず」とほぼ答えみたいなヒント言ってあげてますw
19718,822388654387515394,まあそれはありますね。時間かかってもいいから確実な方法で対応してくれってw
19719,822387907222614016,うちのバイト先で遊んだときにiDで払ったけど、東芝テックのRWで画面側にカード置いて「ああちゃう〜〜」て言ったが間に合わず読み取りエラーなんてのもありましたねwなんのためのフェリカマークなんだってw
19722,822386664483893249,まあ今日感謝デーでイオン行く予定あるんでお客様カードに書いてこようかと思います
19723,822386552059740162,とりあえず店頭申し込みがしたいですね。やっぱ店頭だと審査通りやすいなってのはセゾン雨と純雨で実感しましたし
19726,822385489252487168,今日試しにイオンで使ってみようかなと思いますw
19727,822384956265504769,ふむぅ。カード整理が一段落してから作ろうかな
19728,822384552014331904,マイナーであるがゆえの愉悦なるほど
19729,822383925548851201,2月いっしょに東京行きますか
19730,822383863108280321,エポス欲しいレス学生でもゴールド化できる確証があればなーでも雨あるから住居周辺での利点がモンテローザ系列の割引くらいなのがあれ
19733,822383102982922243,最近は格安どころか無料のゴールドも増えてますね一番手軽なのはやはりイオンとエポスなんでしょうけど
19741,822381254225993728,強い
19745,822379139944460289,おサイフケータイ専用端末が火を吹くぜ
19759,822366843117502466,実はamexプロパーなanaカードってのもあってですねこっちも通常のanaカードと違って渋くてかっこいい
19761,822366311212687360,じゃけんそのうち一緒に函館空港行きましょうねーwww
19762,822366211736358914,おかげでどの店舗でどの決済が使えるのかもわかんないし、バイト時代に引き落とし日の札日付変えに行くまでプレート出してないテナントも多数お客様カードに書こうかな。バイトもやめたし
19768,822364906666147840,まあ元々接客悪い店舗でしたからねぇ全体的に接客も内装も品揃えもクオリティが低すぎて、本社のテコ入れが入らない限りいろいろ変わらない気がします。だってテナントのイオクレCATも店員が勝手に操作する方式のとこ普通にありますし。
19773,822364163787788288,クレカオタクの俺が言うんだから間違いない。もういらんぞ
19776,822363739852681222,あんな便利なカードあったらもういらんやろ。敷いて言えばJCBのポイント貯まる系カードがあったら多少便利かな程度で
19777,822363318320971776,ダイエーから転換した当初はよくありましたよー。クイックペイで使いたかったのにWAON押された事案2回位あったかな。今は流石にないけども、どの店舗でもあったんじゃないかなぁ特にこっちのダイエーは田舎だからWAON以外を使う人がいないからなおさら
19794,822358833431359489,理由は簡単学生風情がこんなにカード持っておきながら欲張ってキャッシング枠付けて申し込んだ海外で使うかなーと。これ付けると審査難度めっちゃ上がる買い物枠を既に持ってるJCBの倍くらいの枠を選択した要するに欲張って申し込んだからですな
19798,822358106680066048,そんなことないゾォ
19806,822356798296313856,通販とか店でそのブランドしかしながら扱ってない店で対応出来る、とか当人もコレクション目的と化しててもはや利点を把握していない
19807,822356406015639552,日本よりも少なさそうですねJCBのおかげかなまぁどちらにせよステータスカードって感じですね※送信できてなかったのに気付きませんでした
19814,822353436481990656,アメックス通ってJCB落ちるのは面白い
19821,822352186420051969,えぇまあそもそも提出の仕方が箱に投げ入れるスタイルであること自体も問題なのにさ
19822,822351245067157504,えぇ
19882,822293348706709504,それは考慮しなければならんなw
19928,822063407226441731,日本よりも少なさそうですねJCBのおかげかなまぁどちらにせよステータスカードって感じですね
19929,822061264868286465,まぁやはり海外旅行とかには向いてますよねぇしかしながら、本当に役に立つ機会はあと1年伸びそうですが
19931,822060082598801408,なるほど当分は原則少額決済で信用高めていくしがない感じですねなんかJCBみたい
19946,822050421401190401,結局そんな感じで使うカードってことでいいんですかねこれだと立替払いにはあまり向かない感じなのかな
19969,822005455425716225,ああーそういうことだったんですね。なるほどぉ
19977,821996101221781505,函館空港でバス待ちしてた時に声掛けられて、まさか作れると思ってなかったけど、社員さんが気に入ってくれて、社員推薦の流れになって、本当に届いた。パンピーの学生は作れないですよー☝՞ਊ՞☝
19980,821993244770779137,マ
20002,821918059879239680,1400
20076,821442876047376384,この辺はトイレ共同で部屋はテレビと布団だけの安い宿が集まってるんですが、その中でもここはビジネスホテルスタイルを取ってるので、実は地域内では高めですが綺麗なのでコスパはいいと思います。それに多分ウィークリーマンション借りるよりも安いので
20079,821440496325144576,URLを貼り忘れる失態でしたこちらです。
20080,821436344752689152,飯は外食でいい、ベットメイクampレンタルめんどい、トイレは共同でいいけどきれいな方がいい、というのであればここいいですよ。おすすめです
20105,821149925408768000,ほほぉ。それよりクイックペイちゃっかり対応だったんですね。ちなみに自分の申し込んだカードではもう既にICチップ搭載コンタクトレスも内蔵のカードで来るらしいのでネットからでもPIN設定できるみたいです
20118,821011233465733121,雨社員からお聞きしてましたありがとうございます
20125,820974696917188608,ありがと
20134,820972450699571200,お二人とも仲良しで
20163,820876941339160576,割りとそんなのがあると採用担当的に面接で聞くネタというか話すネタが増えて楽しいらしい
20219,820546845331947520,買ってきてやろうか
20245,820451616121720832,こ、これって審査通過しちゃってますよね恐ろしい社員推薦あまり公言できないレベルで推薦レベル上げてるのでここから先もお話聞きたい感じであればDMか2月あたりに東京で
20246,820451264509022210,東京はその場で予定立てた方が早いからねぇ。なお飛行機乗るとき空港に着くのはいつもギリギリの模様
20252,820301824464863237,普段はそうなんだけどな、今回はちっと連れの日程に合わせての調整と、早急な見積もりが必要だったからしゃーねえんだわ
20303,820144672471293952,草
20309,820085003337932800,ちな次のバス停どこ
20310,820084889772965888,え、まだ着いてないん
20372,819706128044945409,いぐぅ後はDMで
20373,819705893272985600,ちょうど亀田支所まで来てるんだが家近かったりするのであれば今から行ってもええよん
20379,819694727486312448,イェア
20406,819649064274829312,実際押し込まれすぎて後ろの人のちん○が布越しではあるか明らかにそれと分かるレベルで触れてたので東京怖いっす。
20456,819502727193456642,アーその手があったかー立川に行くついでメトロパスを使うための乗り換えついでの下車だったので晩飯以外に頭が回らなかった
20553,819172467168030720,いいゾーーこれ
20558,819157549777764352,ほほぉ
20560,819157004346232832,あーカードで切っちゃったので実験できてないですー
20563,819143087398141952,ジーユーで物色してますん
20566,819141112577171457,そうですビックロに向かうとこです
20567,819140493594329095,こちらはあと東口のジーユーで明日用の買い物をすればdoneなのですが、良ければご一緒します
20572,819131331590299648,こちらも用事があるのでそれが終わってからでよければw
20574,819130623281352704,どこかであって飯でもまた行きますww
20608,819082413112369153,ほんそれ
20622,819064502448594944,なんだとそれ気になってた情報だそれ有効に使おう
20628,819059922348318720,今回24時間券使ってみてますが、夜行バスで朝早くに到着して早速使ってるので翌日早起きしないと使えないというジレンマ的なアレ
20651,819036166523490304,👍🏻
20658,819034321042321408,問題ナッシングです今回は嫌々インターン参加のための説明会の為の上京ですから
20659,819033567481077760,事前に分かってる旅程ならフリーきっぷ一択ですが、予定は未定の場合は素直にビュースイカが一番楽チンですしポイントとか元以上に時間効率良い今回の東京はメトロの端まで行くamp乗り降り多いamp全日程を時間効率を落とさずメトロを選択出来ることから一日券を選択してます
20660,819032406107648000,明日の朝までです。自由に行動出来るのは今から明日午前中までですが
20730,818804208413515776,フェリーは天候悪い時は普通に揺れますよー今日のは今まで経験した中で5段階中3くらいかな。もっとひどい時もあったのでまだマシかと
20742,818793498866434048,案外元取れそうに見えて元が取れないのが首都圏で発行される一日券なので、よく考えねばならない
20743,818793282624815105,こちらは吹雪いておらずです。でも船はめちゃくちゃ揺れててきつかったやはり今年は雪少ないです
20764,818762156845907968,なるほどぉ
20820,818525866456027136,飯の画像を検知したら自動で飯テロし返すbotを必要とされている
20874,818483987043610626,温泉という言葉にすぐ置換できなかったから
20886,818481167724781568,あとtkhsさんもおなくなりに
20887,818480757874126848,あ、早退してたのかゆうて今日は昨日よりも人出多分少なかったしなんとか人回せてたし問題なかったやで。問題はnitooくんの方が大丈夫かな
20888,818480289957564417,逆になんかあったか
20992,818070046471700480,今イク
20993,818067664459341829,休憩のための残業してるのであと10分くらいかかるかもです
