,tweet_id,text
934,899300936048300032,ますたぁ♡
935,899299950441381888,「京都弁にするとどんな文章も皮肉に聞こえる」「マジかよ。例えば？」「よろしゅおすな、よろしゅおすなぁ、人間てえらいよろしゅおすねやねぇ。美味しいご飯にぽかぽかお風呂、ぬくといお布団で眠らはりますねやろ？うちも帰りたなってきましたわぁ」「ほんとだ、…
936,899269226954866691,「新宝村」初建築です
937,899267909289074689,PAC-3で迎撃しなくてもいいように、ロケットに自爆装置を積んでるからねえ。
938,899267901189799936,"(ﾟдﾟ)(つд⊂)ｺﾞｼｺﾞｼ(；ﾟдﾟ)(つд⊂)ｺﾞｼｺﾞｼ_,._(；ﾟДﾟ)"
939,899267766997336065,中国で日本のアニメキャラ選挙やってるんだけど、とりあえずPVを見てほしい
940,899266884717002752,炊飯器、あるいは今で言うと食洗機は良いたとえで「合理的」なものに背を向けすぎる日本人メンタリティはときに社会の発展や人々の幸福を阻害する。「ああ忙しい」とか言いながらExcel手動集計してて、自動化すれば2秒の仕事を3日かけてそのぶん家族と接する時…
941,899266449822306305,ばけもの
945,899265097155170304,色は時折変わるけど同一人物です
946,899265082965630976,わるさをするきつね
947,899265074736398338,棚の上にあがる狐
949,899264916602839040,え、めっちゃ安い
950,899264787997118468,みなさんはこのようなコミットをするのは極力避けましょう
953,899262872579997698,①JANOGかIPミーティングの会場に爆撃②大手町KDDビルを倒す③NTT東淀川ビルとNTTコム東淀川ビルをまとめて破壊
954,899262594917122049,24時間テレビの裏番組で『2.4時間テレビ金は地球を救う』っていうのやって欲しい。ただ淡々と各地の高額納税者を訪ねてはちょっとした自慢話を聞いてから多額の寄付をしてもらい1/10の時間でお涙頂戴もドラマも無しで本家より多く募金を集めるのが目標。も…
957,899262236937420800,稚内に住んでる人が最寄りの運転免許試験場に最短で行こうとするとこうなるそうで
958,899258376344936452,&gt;あの、キュートなアホ毛を毎朝直そうと、必死に頑張ってる、千恋万花の常陸茉子ちゃんの絵一時間もかかってませんがわんどろ枠ということでお題箱消化茉子ちゃんです
960,899256266748420097,ワンタップ・ダブルタップ・ロングタップのショートカットが使えてかつツイートを任意のアカウントからRT・ふぁぼできるクライアントが欲しい！
965,899254030303608832,こむさん（）のねねこちゃん！こむさんお誕生日おめでとうございます～！！
966,899253527070990336,旦那「君の膵臓云々と、打ち上げ花火がごっちゃになる」私「君の膵臓、上から見るか下から見るか？」旦那「ただのCTスキャンじゃん…」
969,899252109563936768,水着コルワさん～！
970,899249973220433920,やっぱりな♂ああああ氏...
971,899249661470322688,昨日の事ですが、東名阪の亀山JCTの上り線で渋滞中に神戸580く47-81のMOVEが路側帯を走行し、いきなりハザードを炊きながら割り込んでき、本線で駐停車し、運転手が本線を歩くという役満でした。怒鳴っていましたがドラレコを指さすと黙りました。皆…
972,899242535251460096,8月20日付の朝日新聞「売れてる本」コーナーにて、僕の書籍『超暇つぶし図鑑』が紹介されました。内容を要約すると「この本はどうしようもなくくだらないし、こいつは頭がおかしい」ということが丁寧に書いてありました。ありがとうございます。https…
975,899240780203556864,“ベランダ喫煙：煙たいよ！「被害者の会」登録急増-毎日新聞”
976,899239861814665217,フェネ子習作
977,899239259890044928,ファッションに自信のない男性は服を着るならこんな風にというめちゃくちゃタメになる男性ファッション向けの漫画があるのでぜひ。
978,899238669332107264,プログラマーがプログラム書く必要が無くなる問題、毎回技術が進むと必ずどっかの誰かが提案してくるこの問題について思うところがある。それは、「いらすとや」があれば今後絵を描く必要はなくなるかという問と同じ結論だと思う。
979,899233130334216192,今日衝撃だったのは、日本では年間170万台Faxが売れてるのに、アメリカではFaxが歴史遺産としてスミソニアン博物館に展示されているという話。アメリカで働いたことのない僕の口からは意識せずにマジかよ、という言葉が漏れたのは至極当然。売れてるのも…
980,899233056413720576,朝から良いもの見た
982,899232410612580353,壁掛け端末
983,899231592857583617,Fate/extellaプレイ記念。JKタマモかわえーんじゃぁぁぁ。
984,899231576017387520,これターボと思うでしょ。ただのドライヤーです・・
985,899231450775433217,夏ふぇね
986,899231263600463872,「フェネックぅ！？その格好はどうしたのだ！？」「かばんさんはー、水を浴びる時にこの水着っていうのを着るんだってー。それを借りてきたんだー」
987,899231251508285440,息抜き。
989,899113271906549760,昨日の朝、滋賀県の琵琶湖を出てからずっと走って今山口県にいます。そして総走行距離が2000kmをこえました。今夜はよーへーの実家長崎に宿泊する予定です。(よっすぃ～)
995,898959083293687812,「チートデイ」っていうのがあって、ダイエット中に週に1日だけめっちゃ食う日を作ると、体の代謝を落とさずに体重を減らせるそうです。何と素晴らしいやり方なんだ！と僕もチートデイを取り入れた結果、毎日がチートデイになりました
1002,898957401587458048,人は熊本県熊本地方を震源とする努力を重ねまし
1004,898955932146606080,コンビニエロ本とか以前に、コンビニはもう本置きたくないらしいよ。売場面積食う割に売れなくなったから儲からないし、長時間変な客居座るし、防犯効果があるとかいう話もそもそも今時コンビニで立ち読みしてる客自体がお行儀の悪い客だからなくなった。新しい業…
1005,898955289889718273,むっっちゃ最高な絵をTLで見かけて「ウワ！？！？な、何！？天才！？神か！？こんなの８億人がふぁぼってんだろ…」って思いながら見たら12ふぁぼとかしか付いてなくて「なんでだよふざけんなーー！！俺が8億人分ふぁぼる！！無理！！ええい、全人類刮目ーー…
1006,898955075489480704,人類はC++を扱えないことがよくわかる。
1007,898938595339157504,駐禁絶対殺すマン。
1009,898938295454900224,新しい広告あったけど、何がどう気持ちよくなるのか理解に苦しむしかも103系は塗り替えてないし
1021,898932605021593600,免許センターの立地を悪くする警察庁通達とかあるんですかね（痴呆）
1022,898932597589368832,聖籠の新潟県免許センターもなかなかの立地だけど、車があればどうにかなる。そのため、免停になったやつが自家用車で乗り付けて検挙されることがある
1031,898930012014788608,こいつ完全に煽ってきてるだろ
1032,898930003357782016,はいオッパッピー😂
1033,898929995812229120,はい
1034,898929972475080704,BaHoさん
1036,898929155105882112,ラウワンに泊まりたい
1038,898929032258924546,原作を忠実に再現してくれてありがとうございます。よく放送出来たなこんちくしょう
1041,898928736229183488,打ち上げ花火、忙しいですか？救ってもらっていいですか？
1052,898926159013920774,留年したおかげかな笑笑
1056,898925729999540226,留年の仲間シンディ役を三瓶由布
1060,898925439590084608,nRiokiですら留年してないのに…
1061,898925211776499713,GitHubああGitHub最上川
1063,898924927423610880,とりあえずやってみる勇気
1064,898924906573778944,不知火くん偏見ばっかで逆に何で楽しめるんだ君ってなる
1065,898924899070222336,マイクラってリア充とかうぇーい系実況者が身内で楽しむゲームなイメージ(偏見)
1067,898923702087106561,わりとここら辺気になってたけど、どうなんだろう
1068,898923693455298562,よく「日本の大学は卒業するのが簡単だ。亜米利加では留年、退学がアタリマエ」という人がいるが、本当にそうなんかなぁ。それ、日本人がアメリカのトップスクールの大学院ばかりを見てるから、そう思うんじゃないのかなと、疑っている。
1069,898910097153249280,むーっとしてるにゃんこ。コミトレタペのイラストです！
1070,898907739556007936,先生「おやつは300円以内です」町工場の息子「自作したとして工賃は含みますか」問屋の息子「小売値ですか仕入れ値ですか」投資家の息子「原資が300円以内という認識でよろしいですか」証券屋の息子「300円分の権利を証券化して級友に販売することは可能ですか
1071,898905832271691779,ガソリン無くなったり通行止めになってたりで、鳥取から出られない。まさに蟻地獄、飲み込まれた。今夜は長いな...暇潰しをください
1074,898904574332776448,初めての砂丘に興奮して荷物置いてクソほど走り回ってたらすぐに日が暮れた。回りが全く何も見えなくなって本気で荷物と帰路を探した4日目の午後。まだまだ進みます。(よっすぃ～)
1075,898902906308407300,どんどんレビュー点数下がってる…2を切りそうなのは相当だぞ。キャラデザはオタク向けなのに俳優を起用して、パンピーもオタクも避ける奇跡(´･_･`)打ち上げ花火、下から見るか？横から見るか？-Yahoo!映画
1076,898902665551159300,あああ…先日全く無意識に「バイブでもレズできるようになったんですよ！！なんていうか、凄い気持ちいいんですよ！！」と言ってしまってま…
1077,898902658529939457,steamで買ったrezのVRモードが予想以上に面白くてずっと遊んでるけど、友達にこのゲームを紹介するときrezと口にするのは少し抵抗がある……#OculusRift
1078,898902423430766592,古いオタクからすると、リベラルな方々は宮崎勤事件とか色んな事例で、オタクを守るどころか人間扱いせずに貶めて攻撃してきた事例ばかりが思い浮かびますからね
1079,898901887683936257,廃止路線は北海道ばかりネタにされるけど九州もすごくない
1080,898901823943090179,【新作】げんれい工房ステッカー「静かにしなくても構いません」税込￥380いえいえ、全然大丈夫ですからホント訊いてもいないのに貴方の趣味嗜好から交友関係に家族構成、私ぜーんぶ存じておりますので全然気にしないでくださいよ（ニッコリ）
1081,898901802640220164,大都会北海道
1083,898900908372762625,最後ジェット機で映ろうとしたら勝利を喜んでいる戦友に当たってしまった...
1084,898900410873675776,偶然バルセロナにいました。瞬時に貼られて行く非常線、軒並み閉店する商店、観光客を受け入れるカフェ、非常態勢を取るホテル、すごいテロ慣れしている。これ東京に出来るでしょうか。変な話ですが国際都市として、本当に感心しました。
1085,898900166178070528,お腹痛い
1086,898900066995281925,インスタバエvsネットイナゴ
1088,898899683346493440,ある程度重めのタスクをやっていると達成感が感じづらくて楽しくないので，ちょっと軽めかつ適当なタイミングで動いてどこまでできたかわかるやつが楽しいという気持ち
1092,898899002292224000,客「このレバーください」店員「作業すぐ入れますよ！」客「（工賃1000円ちょっとなら別にいいか。その時間で買い物したいから）じゃお願いしま～す。」（レバー交換作業終了の店内アナウンスが流れる）オタク「なんやコイツ･･･レ…
1093,898898789636886528,なんかソフトウェアの世界もライブラリとか出揃いすぎてて、もうDJみたいに一杯APIとかSDKとかしってて、クールな感じにつなげて俺の作品みたいな世界だなあ。曲知ってる方が勝ちみたいな。なるべくコード書かない方が安定したソフトできるし。
1094,898898637547159552,8月末で夏休みが終わる高校生を見て笑う大学生
1098,898897993650196480,マスコミみたいなことをするな
1099,898897765383553024,そう言われればサマーウォーズも、知性を持った機械が悪意を持たずにやってることが人間にとっての大災厄になる、という類型にのっとってるわけね。なるほど
1100,898897205993525252,バ先でpushしないとdevelopに上げられない環境があって、試行錯誤を全部ログに残してきました
1102,898897083020615681,これスケジューラーのやつなんですけど、すでによくわかんないです
1105,898896599446765568,1年後の自分が見たらわけわからなくてキレそう
1106,898896591989334017,コミットメッセージはチームでもない限り適当でええやろ
1107,898896581138579456,コミットメッセージが適当すぎる不知火です
1109,898896250279313408,最近さっそくAndroidWear着けなくなってしまったので「AndroidWear使いみち」でググろうと思ったけどAndroidエンジニアがそんなワードでググるようなガジェットに未来があるのだろうかという事に気が付いてしまった
1110,898896144578695170,げんさんを減算
1111,898896037707894784,ありがとうございました
1112,898896016019042306,ハッカソンとかでちゃっと作るならFlaskのがよさそう。チャットだけに
1113,898896001636761600,いきますよ
1114,898895990383550465,激ウマギャグを思いつきました
1115,898889838262341634,コナンの「あれれ～？」は、将来飲み会の一発芸にされるレベルでみんなの思い出に刻まれてそう。
1120,898887704993087492,【埼玉県運転免許センターのココが凄い】・鴻巣に行ってくるで県民は皆通じる・県民が1カ所に集まる埼玉県の縮図【埼玉県運転免許センターのここが酷い】・札幌市には2カ所もあるのに、埼玉県には県下でここ1カ所しか免許センターはない・埼玉県民が…
1121,898887598688444417,お盆にて叔父「結婚しないのは末代までの恥だ！」ぼく「結婚できないから俺が末代だ！」
1122,898887518032089088,女子高生ギンキタらくがき。ゲームしながらもポーズは取ってくれるキタキツネちゃん。
1123,898887455406833669,打ち上げ花火をどこから見るか、だって？そうだね・・・上空のヘリから見下ろす、っていうのはどうかな？
1124,898887403573661696,*てまー=ぐんじ
1125,898887160048230401,オーストラリア(C)と、オーストリア(C原始動物の国と、枠にはまった音楽の国
1129,898883992102912000,C#がC名乗ってるの気に食わないのでJava#とかに改名してほしい
1132,898883880635187200,VMに甘えるな
1133,898883849999888384,C言語とCいやC#もunsafeキーワードでポインタ使えたりするけど
1134,898883841720369153,C言語わかんないって、君C#やってるじゃん？（クソ記者並感）
1135,898883833998606336,C言語1ミリもわかんないめう
1136,898883825224122368,本学1年生が夏休みにC言語を勉強していて危機感を持った不知火です
1138,898883707624280064,浅草に新しくできたパンケーキ屋紅鶴にきたぞ！！できたばっかなのにガラガラ！！まあチェックしとくか…くらいの気持ちで入ったらあれこれ、めっちゃうまくね…？？？？塩加減が絶妙！！甘さが際立つしふわふわ！色々あるけどとりあえず蜂蜜とバターオススメ！！！ht…
1139,898883491898589184,大宮のここが凄い仙台から一駅新潟から一駅東京から二駅川崎から一本横浜から一本甲府から乗り換え一回静岡から乗り換え一回新大阪から乗り換え一回大宮のここがダメ柏から20駅
1141,898883215217139712,エンジニアバイトは時給1500円くらいを最低賃金にして欲しい。
1142,898883136725032960,おとといの夜中に作った画像です
1144,898882910446510080,高田馬場とかいう街、横断歩道の手前にパンツおちてるんだけど大丈夫か
1146,898882535421128704,炎上案件傍からみるか巻き込まれるか
1147,898882235163582464,自信があるスナネコです自信があるときにお使いください
1148,898882150908313601,インスタバエは、ハエ目インスタバエ科の昆虫。10～20代女性に寄生し、多くの感染症を媒介する衛生害虫として近年深刻な問題になっている。話題のスイーツやスタバの新作を好む。
1149,898881943248359424,コンビニのレジで「お客様は神様だろ!」と店員に怒鳴り付けるクレーマーに「おでんの具を間違えただけでお怒りになるような神だから世界はいつまでたっても平和にならないんだ」と言い放ち店員は「次の神様～」と私に笑顔を向けた。ただジャガリコを買いに…
1150,898879468919431170,もう１つ追加だけど、この映画の登場人物は『『『中学1年生』』』ってことは前情報としてしっかり頭に入れて観に行くと3倍増しで楽しめると思います
1151,898878905708232704,あとね、ヒロインの魅力は完全にオタク向けオッサン向けで描かれてる「こういう目線高めの美少女JKの何故かエロく見えるやつって最高だよね！」って感じなので、俺たちは大歓喜だし、カップルはドン引きだったと思う(ちなみに設定上は中学1年生)
1152,898878832718913536,マジでさ、こんなオタク映画の劇場がカップルで満員になるとか今後2度とないかもしれないぜ？マジで今を逃したらこんな体験はそうそう出来ないから是非とも今日か明日のウチに観に来て欲しい
1153,898878812703694848,『打ち上げ花火、下から見るか？横から見るか？』まずこれは新房シャフトの紛れも無いオタク映画。だが、映画館は君の名はと勘違いしたカップルだらけ。俺が面白いと思った数々のシーンは絶対に一般受けしない。映画が終わると「え？」「どゆこと？」「なんで最後居ないの…
1154,898878694113984513,アプリ版けものフレンズより、ホッキョクオオカミちゃん
1155,898878407085142017,雷が落ちようが平然と強行する鶴見川花火大会…
1156,898870547055915010,エロいイラストを描くために3Dデッサンモデル作ったのに幼少期のゲイツが脳裏にちらついてまったく集中できない
1157,898789735321161728,os上でアプリ作ってる人は、osがないと出来ません。os作ってる人は、パソコンがないと作れません。でも、パソコンは、電気がないと動きません。みんな、第二種電気工事士を取ろう。こいわさんがいってた。
1160,898789029847613440,函館西署員を逮捕、大麻を買った疑い/函館新聞電子版
1163,898788399988920321,"【ビットコインキャッシュ価格】前日比約28%上昇し、現在のビットコインキャッシュ価格は71,000円台です。※急な相場変動に備え余裕をもったお取引をお勧めします。"
1164,898788294867079169,海外の日本人のなんでも擬人化する習慣を風刺した大喜利「JapanizingBeam」
1165,898787583139880960,ペドフィリアとか言われるけど犯罪みがすごいし、別に性的な愛情は抱いてないからもっと可愛い呼称にしてほしい、赤ちゃん大好きクラブ会員とか呼んでほしい
1166,898787489967554560,嫁「ガチホコやりましたね？」寝起きで頭が冴えなくてな。一時間ガチれば無理矢理眼が醒めるかと。嫁「で、その一時間でキル少ないのに全勝、私のウデマエ抜いた種明かしは？（威圧」おう。まずＣ帯だからだ。次に――実はイカってキルゲーじゃなく塗るゲー…
1167,898787260652335105,付き合い始めるとsince～ってやる奴は山ほど見てきたけど別れた時にuntil～ってやる奴は今までに一人たりとも見たことないんだけどなんで？
1168,898786909673078784,スクエニ←何故そのまま移植できないのかコナミ←どうして移植しないのかカプコン←移植しすぎセガ←何故それを数十年前に開発してしまったのか
1169,898599578248675329,SすみませんYゆるしてくださいNなんでもしますから↓ACKしろよ（TnokControlProtocol/InmuProtocol）
1171,898599297259716608,こわい、チャリ部お気をつけて
1173,898598916635017216,右のはム○ミンだ！サムネにそっくりだもん！！（
1182,898576626748801024,年収３２０万円ポスドク「ごめん割り勘で！」年収６００万円女「いやありえなくない？ｗ」って案件を聞いて泣いてる
1183,898576554787078144,スタッフが意図して紛れ込ませたのか不明なアレ
1184,898576423769620480,「理系ってあれでしょw遅刻すると『〜分〇〇秒の遅刻だぞ』って言って来るタイプwww」というネタ、情報系の大学入ってからわかったんですが、奴らは遅刻する側です
1185,898576209537155072,ムサシがミミッキュに言った「よくわからないけどピカチュウの姿でいることがあんたにとって大事みたいだし」って言葉は、本当に素晴らしいなと。「私はそれを理解できないが、あなたがそれを大切にしている事は理解します」って事。大切な考え方。
1186,898575999729664000,『打ち上げ花火下から見るか？横から見るか？』の感想言いますまず第一に・君の名は。感覚で見るものではない・文学作品として見るのが正しい・感動の涙はないこれを勘違いして見てる人が多かったせいで上映終わった瞬間いろんなところから「……
1187,898575953374216192,┏━━━━━━━┓┃｜┃会上打｜┃社司ち｜┃にに上｜┃撃撃げ｜┃つつ花｜┃かか火｜┃？？、｜┃…
1191,898561562427793408,このツイートから5年経って20億人になりました。
1195,898558626704498688,サマーウォーズ、技術開発をしただけの侘助がAIが悪用されたという理由で親族から理不尽に非難を浴びた末に追い出されたり、無能警官が氷を運び出してスパコンを止めたせいで世界が終わりかけたり、理解の無い凡人が一部の有能の足を引っ張る現代日本を皮肉った…
1196,898558469191516160,日本のオタクの頂点さかなクン
1197,898558351528738816,親戚にひとり魚が好きすぎて魚以外の事を考えられないため魚クイズ大会に出て準決勝で負けて現実を知りツナ缶の会社に入った人いるけど、そのとき優勝したほうの人はいまハコフグの帽子かぶって活動してるらしい。
1201,898557235449651201,岐阜にいる時、ロシア語の筆記体みたいな山道を通ったと思うけど、さっき岐阜のどっかが土砂崩れ起きたらしくて、その、抜けるのが遅かったら危なかったなって...。(よっすぃ～)
1202,898557190872498177,最強の山道を越え、飛騨の鍾乳洞に行ってきました3日目にして初めて観光っぽい観光です（たっつー）
1203,898557167099297792,遠心力伝わらんかな...スゴいよぉ...(よっすぃ～)
1205,898556764379009024,この景色は北海道ではなかなか見られませんなぁ（たっつー）
1207,898556064014127104,長野県の山奥走ってたらロシア語の筆記体みたいな道出て来て草。(よっすぃ～)
1209,898554617033768962,某社の時給基準の見直し
1211,898554389501104128,時給15ドル
1214,898553911765643265,部下｢プロジェクトで○○という商用ライブラリを使いたいのですか…｣上司｢価格は？｣部下｢50万くらいですね｣上司｢稟議通らないから自作して｣部下｢はい…｣こうして…2人月もの人件費をかけてライブラリの｢一部機能｣を作り上司は…
1215,898553630596268034,このたった1年限定の誤解あるエラッタのために、ほぼ全ての会社がYYYY.MM.DD表記のできる印字機への入れ替えを強制されたのだ「親切でわかりやすい表記」に変わった裏に2020年だけの数奇な謐然があったのを覚えておいてほしい
1216,898553607015899136,続)しかし、2017年に製造されるツナ缶は、賞味期限が2020年になるのだ2020年2月3日を表記すると＿人人人人人＿＞200203＜￣Y^Y^Y^Y￣このまま世に送り出してしまった会社は「2002年が賞味期限の製品が出てる！…
1217,898553596765020161,多くの缶詰会社を悩ませた「2020年問題」5年ほど前まで、賞味期限の印字はYYMMDD形式が多数派だった。2015年2月12日が賞味期限なら=150212と表記されるやつ。ちなみに、ツナ缶の賞味期限は製造から3年後だ(続
1219,898553237824876547,あれ、うちのバ先800円だなぁ？(煽り)
1220,898553226559053824,▲10月からのあたらしい最低賃金東京958円神奈956円埼玉871円茨城796円栃木800円群馬783円山梨784円新潟778円大阪909円京都856円奈良786円北海810円宮城772円広島818円福岡7…
1221,898553123198849026,これすき
1230,898351611096866820,ミニだけどミニじゃない車とミニだけどミニじゃない車が並んでた
1231,898351282322161664,さっきスーパーで5歳児ぐらいの女の子が『お母さん私、一度やってみたいことがある』て言いだして、『私キュウリを生で食べてみたいな〜』て伝えたらお母さんが『実は今まで食べてたキュウリ、なんと！生なんです！』て言ったら子供が『えー！ウッソー！やっ…
1233,898332543669248001,いまの方のデスク風景ですが、最近アメリカで導入され始めている「近未来の病理医の仕事風景」と大変よく似ています（顕微鏡を使わずにモニタで診断するためこうなる）
1234,898332535070916608,ぼくの仕事場です。漫画家というよりもデイトレーダーみたい。アシスタントさんはみんな在宅で、Skypeとネットワークドライブでやり取りしてます。
1237,898331939546869760,何これステマ?
1238,898331932504727552,【今日から使える豆知識③】3Gしか使えないスマホもY!mobileならけっこう速い。下り速度が最大21Mbps（HSPA+）なのでドコモのFOMAハイスピード（HSDPA下り14.4Mbps)よりサクサクなんですよ！弊社で絶賛発売中のT…
1240,898331237730865152,会社の先輩の「Excelに関数の知識はそんなにいらない、分からなければググればいい。Excelに必要なのは想像力。△△が○○になったら早く終わるのに、見やすくなるのに、っていう事に気付けるかどうか」って言葉に励まされたので、昔の…
1242,898330027720298496,んだろ絵文字多目かわいいっぴ
1245,898329756092866562,kondeneinenshizainohouTシャツ
1246,898329664497696768,！？
1248,898329520104591360,部屋が汚い人は…片付け始めるととことんやる公共の場は綺麗に使う気配り上手ギリギリまでやらない昔の自分を思い出してああとなる財布の中身はお札よりレシートの方が多いスケジュールは書くが見ない今日怒っていたことも寝ると忘れる、ついでに大事なことも…
1250,898320544751157248,高額な交通費を自費で出させる問題、金を出させる企業側は「ウチの為にわざわざ3万近く出すわけだし、入社した後も従順な下僕だな」「採用試験は無料なんだし少しくらいそっちも金出せ」とか思ってそうだし、学生は学生で「大金出したし少しは試験優遇しろ」と思ってるし…
1251,898218095067643904,86に限った事じゃないけど、若者が良く[スポーツカーの保険料高すぎ！若者でも維持出来る様にもっと安く！]とか言ってるけど、月一ペースで公道で若者が86廃車にしましたツイート上げる度に[こんなペースで事故やってる限り一生保険料なんか安くなら…
1252,898216990027862016,京葉線あるある
1256,898215764963893249,トランスパイラと言うよりはもうコンパイラか
1257,898215757271580672,TypeScriptは妥協の産物という意見はわかるけど滅びたらそれはそれで素のJSを書くのも地獄なのでだいたいNetscapeのせい
1258,898215746693505025,トランスパイラを使うなピュアJavaScriptを書け
1259,898213904756559872,ㅤつ下打かかちれら上か見げらる花かか火？？、不幸にも黒塗りの高級車に追突してしまう。後輩をかばいすべての責任を負った三浦に対し、車の主、暴力団員…
1260,898197709483417601,DMMにアクセスしてエロ動画が見られるプレステ4を90年代に持っていって、FF7もバイオも出て完全に雌雄は決したのに「サターンはPSと違ってエッチなゲームができる！Piaキャロは家庭用なのにチュパ音がある！！」とあさま山荘の赤軍みたいに抵抗している…
1262,898196825131200512,プレミアム編和ゲー客「プレミアムコース入りました」運営「喜べ、豚から人並みの扱いをしてやる」洋ゲー客「プレミアムコース入りました」運営「加入誠にありがとうございます。特典といたしまして3食に娯楽施設付きの豪華客船による快適な旅をお…
1263,898196810908319744,和ゲー運営「課金して♥」客「したで」運営「くじ引け」客「〇万円分引いたけどゴミばっかやんけ」運営「そう...(無関心)」洋ゲー運営「課金して♥」客「したで」運営「よっしゃ！こん中から欲しいの選んでええで！これはオマケや！(特典…
1264,898196060912222209,「忙しいですか?」と聞いてくる人には「暇です」と答え、「暇ですか?」と聞いてくる人には「忙しいです」と答えることにしています。経験から、これでうまくいくことに気づきました。理由はいろいろあります。
1266,898192624636395529,脇(ろっこつ)から太ももにかけてのラインが最高に描けてる女の子の絵は本当に最高だ…
1269,898190618454769664,なんとなくたどり着いてしまったとある不動産屋サイト。クソ物件しか並んでなくて笑う。
1270,898190216845864960,僕がもう一回大学生やりたいと思うのは、どんな講義を取るようにすると、もしくはどんなことを勉強すると、需要がありお金が稼げるいいソフトウェアエンジニアになれるのかを社会に出て知ったから。つまり、大学生のうちに自分の勉強などを阻害しない程度にはできるだけイ…
1271,898189867774902273,お稲荷むすめ🦊⛩️
1273,898189216714170368,それホモでやばいひとってなる案件
1287,898184789802364928,メカヲタさんがネタに気づいていなそうなので、
1293,898182897961541633,よく考えてみたら私の田舎って折に触れて学生とか若者集めて農業体験させるんですが、手作業で畑耕させたり草取らせたりして体験者に「農業って大変だと思いました」って言わせるの定番なんですよね。耕運機で一気に耕して「農業って私にもできそう」って思わせた方が農…
1294,898175309547134977,東京の人「東西線ユーザーです」札幌の人「同じく」仙台の人「同じく」京都の人「同じく」大阪の人「同じく」東京の人「中野です」札幌の人「大通です」仙台の人「荒井です」京都の人「山科です」大阪の人「京橋です」全員「('ω…
1295,898175010036080640,フェネックおみみちょうかわいい
1296,898174685665415170,只今受付中の「冴えない彼女の育てかた」抱き枕カバー付き恵ボックス、深崎暮人描き下ろしのイラストラフがいよいよ公開！悩ましげな表情でこちらを見つめる恵にドキドキです！
1297,898174479909625856,ちんちんやおっぱいと言う人のすごいところ・基本的にハイスペック・秘めたる能力がある・コミュ力がある・知らない間に元気をもらえる・真剣な時はすごくかっこいい・自分の世界を突き通せる・言う時は言える・おっぱいが好きダメなところ…
1299,898174104611692544,商業科高校の教科書「ビジネス基礎」を入手して読んでみてるけど、本当に商売の基礎が体系的に記述されていて素晴らしい。これが、書店に売ってる似たような名前の「ビジネスマンの基礎」みたいな書籍だと、途端にサラリーマン仕草がバラバラと書いてあるだけだからダメなんだ…
1303,898155634897571840,セキュキャン、君たちには今からAESをやぶってもらいます、とかいって小学生も聞いてる講義で、各種暗号（RSAから楕円、格子まで。特にAES）を理解することと、その実装ハードウェアの耐タンパー性の弱さをついてexploitすることを要求していて、…
1304,898155550860390400,子どもがキッザニアに行ったのだが、お医者さん体験として、「寿命をいよいよ迎えた老人の家族に『ムダな医療、もういい加減にやめね？』をオブラートに包んで伝えてキレられつつ最後に納得させる」コーナーをぜひ。そんなんばっかりだからな。
1305,898155379686645761,こないだの妹との会話妹「男の人のオナニーが見たい」わい「唐突だな、そのくらいならこの時代ネットにゴロゴロ動画転がってるぞ」妹「いやこの目で見たい、だからおにいちゃん今から私の前でオナニーして」わい「頭大丈夫かお前」
1306,898155139726426112,本当にあった怖い話30歳のAさんが21歳の女性と結婚することになったことを職場の先輩に報告した時の話。Aさんの先輩「若い嫁さんもらったなー。親御さんとか良く許してくれたな。」A「もう8年も付き合ってますからね。流石に大丈夫でしたよ。」
1307,898153474797391872,プログラミン|文部科学省
1308,898153180940320768,一生夜でいい。
1310,898150732540502026,「ＧＬＡＹ」が１２月に函館アリーナでライブ開催を発表/函館新聞電子版
1312,898150509701283841,おまえら打ち上げ花火構文の改変ばっかりやって、本編の公開日知ってんのか？？？？明日です。映画オタクの皆さんは構文流行る前からスケジュール帳に入ってるよな？？？ってことで私は封切りいけたらいきます
1313,898149933550673920,できたぜぃぃ！！『水着マシュでNEWGAME!!OP』(メガネなしVer)…メガネ派(自分含む)はもうしばらくお待ちくださいm(__)mあと、重たいかもですがピクシブに高画質版も上げました。https…
1314,898149587403145217,JRCYBERSTATIONのここがすごい！・懐かしいホムペ感懐かしい画質のJRマーク・全国の指定席情報や新幹線運転情報が参照可能！・桜・梅や紅葉の情報も思いのまま！・JRシステムのプロバイダに加入すれば自宅で切符予約♪ここがダメ・2…
1315,898149520625721345,中学で都内を巡る何かをやった時に全部切符で買えって言われて、朝ラッシュの中出発駅で学年80人くらいが1人ずつ券売機で切符を買うというクソ迷惑なことやってたな。
1316,898149444654211073,うまいこと言うなぁ…。
1320,898147896909905920,けものフレンズfrom大阪
1331,898143027973177345,コメダ珈琲で、隣の家族連れの娘がどうやら東京から帰省中らしく、東京はどうのこうの言ってて、注文するとき『ミックスジュースはオーガニック？』とか、『じゃあコーヒー、デカフェで』とか言ってて、『やっぱ無いかーw』としたり顔で、イキリオタクよりもこの…
1336,898031658514894848,【アラフェネがいた場所特定】たつき監督の「深夜のサバンナ」を描いたイラスト。アライさんとフェネックがいた場所は、アニメ１話で、かばんとサーバルが「狩りごっこをしていた場所」と全く同じである。#けものフレンズ…
